;Name;Worldwide;MovieType;Director;Duration;Year;Country
1158;Rush Hour 3;258097122;Aksiyon;Brett Ratner;91;2007;ABD
1159;Wild Hogs;253625427;Aksiyon;Walt Becker;100;2007;ABD
1160;Juno;232372681;Dram;Jason Reitman;96;2007;ABD
1161;Mr. Bean's Holiday;232225908;Aile;Steve Bendelack;90;2007;?ngiltere
1162;Ghost Rider;228738393;Aksiyon;Mark Steven Johnson;114;2007;ABD
1163;Knocked Up;219922417;Dram;Judd Apatow;129;2007;ABD
1164;Hairspray;203552922;Dram;Adam Shankman;117;2007;Multi Nation
1165;Beowulf;196393745;Animasyon;Robert Zemeckis;115;2007;ABD
1166;Knowing;183658498;Bilim Kurgu;Alex Proyas;121;2009;Multi Nation
1167;The Bucket List;175372502;Dram;Rob Reiner;97;2007;ABD
1168;Evan Almighty;174440724;Aile;Tom Shadyac;96;2007;ABD
1169;Superbad;170812526;Komedi;Greg Mottola;113;2007;ABD
1170;Meet the Robinsons;169333034;Animasyon;Stephen J. Anderson;95;2007;ABD
1171;Norbit;159814490;Komedi;Brian Robbins;102;2007;ABD
1172;P.S. I Love You;156835339;Dram;Richard LaGravenese;126;2007;ABD
1173;Sweeney Todd: The Demon Barber of Fleet Street;153383627;Dram;Tim Burton;116;2007;Multi Nation
1174;Surf's Up;152005713;Animasyon;"Ash Brannon
                                        ,                                                                                                                     Chris Buck";85;2007;ABD
1175;The Game Plan;147880543;Aile;Andy Fickman;110;2007;ABD
1176;Resident Evil: Extinction;147717833;Bilim Kurgu;Russell Mulcahy;94;2007;Multi Nation
1177;Music and Lyrics;145896422;Komedi;Marc Lawrence (i);105;2007;ABD
1178;Blades of Glory;145710347;Komedi;"Josh Gordon
                                        ,                                                                                                                     Will Speck";93;2007;ABD
1179;Bridge to Terabithia;137587063;Aile;Gabor Csupo;96;2007;ABD
1180;Stardust;137515140;Aile;Matthew Vaughn;127;2007;Multi Nation
1181;1408;132963417;Gerilim;Mikael Håfström;104;2007;ABD
1182;Atonement;131016624;Dram;Joe Wright;123;2007;Multi Nation
1183;Aliens vs. Predator: Requiem;130290885;Bilim Kurgu;"Colin Strause
                                        ,                                                                                                                     Greg Strause";94;2007;ABD
1184;The Heartbreak Kid;128453183;Komedi;"Bobby Farrelly
                                        ,                                                                                                                     Peter Farrelly";116;2007;ABD
1185;Charlie Wilson's War;119483446;Dram;Mike Nichols;102;2007;ABD
1186;Disturbia;118114220;Dram;D.J. Caruso;105;2007;ABD
1187;Hitman;101276318;Aksiyon;Xavier Gens;100;2007;Multi Nation
1188;TMNT;95797812;Animasyon;Kevin Munroe;87;2007;Multi Nation
1189;Shooter;95696996;Aksiyon;Antoine Fuqua;124;2007;ABD
1190;Michael Clayton;92991835;Dram;Tony Gilroy;120;2007;ABD
1191;No Reservations;92601050;Dram;Scott Hicks;104;2007;Multi Nation
1192;Fracture;92011561;Gerilim;Gregory Hoblit;113;2007;Multi Nation
1193;Epic Movie;87238158;Aksiyon;"David Zucker
                                        ,                                                                                                                     Jason Friedberg
                                        ,                                                                                                                     Aaron Seltzer";85;2007;ABD
1194;The Kingdom;87019158;Aksiyon;Peter Berg;110;2007;Multi Nation
1195;Zodiac;84785914;Dram;David Fincher;157;2007;ABD
1196;Premonition;84146832;Dram;Mennan Yapo;96;2007;ABD
1197;Hannibal Rising;82169884;Dram;Peter Webber;121;2007;Multi Nation
1198;Hot Fuzz;80743363;Aksiyon;Edgar Wright;121;2007;Multi Nation
1199;The Number 23;77677553;Gerilim;Joel Schumacher;98;2007;Multi Nation
1200;Next;77621983;Bilim Kurgu;Lee Tamahori;96;2007;ABD
1201;There Will Be Blood;76181545;Dram;Paul Thomas Anderson;158;2007;ABD
1202;Elizabeth: The Golden Age;75782758;Dram;Shekhar Kapur;114;2007;Multi Nation
1203;Dragon Wars: D-War;75108817;Bilim Kurgu;Shim Hyung-rae;90;2007;Güney Kore
1204;The Kite Runner;75011029;Dram;Marc Forster;128;2007;Multi Nation
1205;Perfect Stranger;73534117;Gerilim;James Foley;109;2007;ABD
1206;License to Wed;70181325;Komedi;Ken Kwapis;91;2007;Multi Nation
1207;The Brave One;69787394;Dram;Neil Jordan;122;2007;ABD
1208;Because I Said So;69485490;Komedi;Michael Lehmann;102;2007;ABD
1209;Mr. Magorium's Wonder Emporium;69474661;Aile;Zach Helm;93;2007;Multi Nation
1210;August Rush;66122026;Aile;Kirsten Sheridan;114;2007;ABD
1211;Underdog;65270477;Bilim Kurgu;Frederik Du Chau;81;2007;ABD
1212;28 Weeks Later;65048678;Bilim Kurgu;Juan Carlos Fresnadillo;100;2007;Multi Nation
1213;The Reaping;62771059;Korku;Stephen Hopkins;99;2007;ABD
1214;Good Luck Chuck;59768495;Komedi;Mark Helfrich;101;2007;Multi Nation
1215;The Mist;57470220;Bilim Kurgu;Frank Darabont;126;2007;ABD
1216;Smokin' Aces;57232879;Aksiyon;Joe Carnahan;109;2006;Multi Nation
1217;Into the Wild;56674477;Dram;Sean Penn;148;2007;ABD
1218;Eastern Promises;56106607;Gerilim;David Cronenberg;101;2007;Multi Nation
1219;The Messengers;55010659;Gerilim;"Oxide Pang Chun
                                        ,                                                                                                                     Danny Pang";90;2007;ABD
1220;Mr. Brooks;48443734;Gerilim;Bruce A. Evans;120;2007;ABD
1221;The Nanny Diaries;47817020;Dram;"Shari Springer Berman
                                        ,                                                                                                                     Robert Pulcini";106;2007;ABD
1222;Death at a Funeral;46789413;Dram;Frank Oz;90;2007;Multi Nation
1223;Death at a Funeral;46789413;Komedi;Neil LaBute;92;2010;ABD
1224;Death at a Funeral;49050886;Dram;Frank Oz;90;2007;Multi Nation
1225;Death at a Funeral;49050886;Komedi;Neil LaBute;92;2010;ABD
1226;Freedom Writers;43095175;Dram;Richard LaGravenese;123;2007;Multi Nation
1227;Breach;40953935;Dram;Billy Ray;110;2007;Multi Nation
1228;War;40481352;Aksiyon;Philip G. Atwell;103;2007;Multi Nation
1229;War;67179155;Aksiyon;Philip G. Atwell;103;2007;Multi Nation
1230;The Invasion;40170558;Bilim Kurgu;"Oliver Hirschbiegel
                                        ,                                                                                                                     James McTeigue";99;2007;Multi Nation
1231;Om Shanti Om;39990809;Dram;Farah Khan;162;2007;Hindistan
1232;The Hills Have Eyes 2;37697773;Gerilim;Martin Weisz;89;2007;ABD
1233;Becoming Jane;37311672;Dram;Julian Jarrold;118;2007;?ngiltere
1234;Sicko;36093504;Belgesel;Michael Moore;123;2007;ABD
1235;Hostel: Part II;35728183;Korku;Eli Roth;93;2007;ABD
1236;Vacancy;35442935;Gerilim;Nimród Antal;85;2007;ABD
1237;The Darjeeling Limited;35078918;Dram;Wes Anderson;92;2007;ABD
1238;Gone Baby Gone;34612443;Dram;Ben Affleck;113;2007;ABD
1239;Mr. Woodcock;33683200;Komedi;Craig Gillespie;87;2007;ABD
1240;Awake;32730062;Gerilim;Joby Harold;84;2007;ABD
1241;88 Minutes;32593385;Gerilim;Jon Avnet;108;2007;ABD
1242;Alpha Dog;32351125;Dram;Nick Cassavetes;122;2006;Multi Nation
1243;Amazing Grace;32120360;Dram;Michael Apted;111;2006;Multi Nation
1244;The Seeker: The Dark Is Rising;31852619;Aile;David L. Cunningham;94;2007;ABD
1245;Pathfinder;30984583;Aksiyon;Marcus Nispel;99;2007;ABD
1246;Nancy Drew;30666930;Aile;Andrew Fleming;99;2007;ABD
1247;The Great Debaters;30236407;Dram;Denzel Washington;126;2007;ABD
1248;St. Trinian's;29066483;Bilim Kurgu;"Barnaby Thompson
                                        ,                                                                                                                     Oliver Parker";101;2007;?ngiltere
1249;The Last Mimzy;27308918;Bilim Kurgu;Robert Shaye;94;2007;ABD
1250;Rendition;27066382;Dram;Gavin Hood;120;2007;ABD
1251;The Hitcher;25399945;Gerilim;Dave Meyers;84;2007;ABD
1252;The Last Legion;25303038;Aksiyon;Doug Lefler;102;2007;Multi Nation
1253;Georgia Rule;25000167;Dram;Garry Marshall;113;2007;ABD
1254;Persepolis;22783978;Animasyon;"Vincent Paronnaud
                                        ,                                                                                                                     Marjane Satrapi";95;2007;Multi Nation
1255;Cassandra's Dream;22686378;Dram;Woody Allen;108;2007;Multi Nation
1256;Dead Silence;22382047;Korku;James Wan;89;2007;ABD
1257;Reign Over Me;22242388;Dram;Mike Binder;124;2007;ABD
1258;Waitress;22240529;Dram;Adrienne Shelly;108;2007;ABD
1259;My Blueberry Nights;22007671;Dram;Kar-Wai Wong;95;2007;Multi Nation
1260;Chak De! India;21505244;Dram;Shimit Amin;148;2007;Multi Nation
1261;Penelope;21156270;Fantastik;Mark Palansky;103;2006;Multi Nation
1262;Once;20936722;Dram;John Carney;86;2007;?rlanda
1263;Evening;20016753;Dram;Lajos Koltai;117;2007;ABD
1264;A Mighty Heart;19008745;Dram;Michael Winterbottom;100;2007;Multi Nation
1265;The Dark Knight;1003845358;Aksiyon;Christopher Nolan;152;2008;Multi Nation
1266;Indiana Jones and the Kingdom of the Crystal Skull;790653942;Aksiyon;Steven Spielberg;122;2008;ABD
1267;Kung Fu Panda;631744560;Animasyon;"Mark Osborne
                                        ,                                                                                                                     John Stevenson";92;2008;ABD
1268;Hancock;629443428;Aksiyon;Peter Berg;92;2008;ABD
1269;Madagascar: Escape 2 Africa;603900354;Animasyon;"Eric Darnell
                                        ,                                                                                                                     Tom McGrath";89;2008;ABD
1270;Quantum of Solace;589580482;Aksiyon;Marc Forster;106;2008;Multi Nation
1271;Iron Man;585366247;Bilim Kurgu;Jon Favreau;127;2008;ABD
1272;The Chronicles of Narnia: Prince Caspian;419665568;Aile;Andrew Adamson;150;2008;Multi Nation
1273;Slumdog Millionaire;378410113;Dram;"Danny Boyle
                                        ,                                                                                                                     Loveleen Tandan";120;2008;?ngiltere
1274;Wanted;342463063;Aksiyon;Timur Bekmambetov;110;2008;Multi Nation
1275;Bolt;309979994;Animasyon;"Chris Williams
                                        ,                                                                                                                     Byron Howard";96;2008;ABD
1276;Gran Torino;269958228;Dram;Clint Eastwood;116;2008;Multi Nation
1277;The Incredible Hulk;264770996;Bilim Kurgu;Louis Leterrier;113;2008;ABD
1278;Marley & Me;255743093;Aile;David Frankel;115;2008;ABD
1279;High School Musical 3: Senior Year;252909177;Aile;Kenny Ortega;117;2008;ABD
1280;Get Smart;230685453;Aksiyon;Peter Segal;110;2008;ABD
1281;Taken;226837760;Aksiyon;Pierre Morel;94;2008;Multi Nation
1282;Jumper;225132113;Bilim Kurgu;Doug Liman;88;2008;Multi Nation
1283;Yes Man;223241637;Komedi;Peyton Reed;104;2008;ABD
1284;Bedtime Stories;212874864;Aile;Adam Shankman;99;2008;ABD
1285;Australia;211787511;Macera;Baz Luhrmann;165;2008;Multi Nation
1286;Valkyrie;201545517;Dram;Bryan Singer;121;2008;Multi Nation
1287;Tropic Thunder;195702811;Aksiyon;Ben Stiller;107;2008;Multi Nation
1288;Eagle Eye;178767383;Aksiyon;D.J. Caruso;118;2008;Multi Nation
1289;Cloverfield;172394180;Bilim Kurgu;Matt Reeves;85;2008;ABD
1290;Seven Pounds;169748929;Dram;Gabriele Muccino;123;2008;ABD
1291;The Spiderwick Chronicles;164170327;Aile;Mark Waters;96;2008;ABD
1292;Four Christmases;164112721;Dram;Seth Gordon;88;2008;ABD
1293;Burn After Reading;163728902;Dram;"Joel Coen
                                        ,                                                                                                                     Ethan Coen";96;2008;Multi Nation
1294;The Happening;163403799;Bilim Kurgu;M. Night Shyamalan;91;2008;Multi Nation
1295;27 Dresses;162655351;Komedi;Anne Fletcher;111;2008;ABD
1296;21;159808370;Dram;Robert Luketic;123;2008;ABD
1297;Vantage Point;152039882;Aksiyon;Pete Travis;90;2008;Multi Nation
1298;Step Up 2: The Streets;150816700;Dram;John Chu;98;2008;ABD
1299;Beverly Hills Chihuahua;149292488;Aile;Raja Gosnell;91;2008;ABD
1300;The Forbidden Kingdom;128779982;Aksiyon;Rob Minkoff;104;2008;Multi Nation
1301;Step Brothers;128107642;Komedi;Adam McKay;98;2008;ABD
1302;Changeling;113398237;Dram;Clint Eastwood;141;2008;ABD
1303;Fool's Gold;111231041;Komedi;Andy Tennant;112;2008;ABD
1304;Transporter 3;108979549;Aksiyon;Olivier Megaton;104;2008;Multi Nation
1305;The Reader;108902486;Dram;Stephen Daldry;124;2008;Multi Nation
1306;Forgetting Sarah Marshall;105833257;Dram;Nicholas Stoller;111;2008;ABD
1307;Pineapple Express;101624843;Aksiyon;David Gordon Green;111;2008;ABD
1308;Nim's Island;100104565;Aile;"Jennifer Flackett
                                        ,                                                                                                                     Mark Levin";96;2008;ABD
1309;Vicky Cristina Barcelona;96409300;Dram;Woody Allen;96;2008;Multi Nation
1310;Speed Racer;93945766;Aile;"Lilly Wachowski
                                        ,                                                                                                                     Lana Wachowski";135;2008;Multi Nation
1311;Role Models;92649419;Komedi;David Wain;99;2008;ABD
1312;Max Payne;87066930;Aksiyon;John Moore;100;2008;Multi Nation
1313;Nights in Rodanthe;84375346;Dram;George C. Wolfe;97;2008;Multi Nation
1314;The Strangers;82410456;Gerilim;Bryan Bertino;86;2008;ABD
1315;Righteous Kill;78460699;Aksiyon;Jon Avnet;101;2008;ABD
1316;The Other Boleyn Girl;78199679;Dram;Justin Chadwick;115;2008;Multi Nation
1317;Mirrors;78094714;Gizem;Alexandre Aja;111;2008;Multi Nation
1318;Death Race;76014335;Bilim Kurgu;Paul W.S. Anderson;105;2008;Multi Nation
1319;Revolutionary Road;75981180;Dram;Sam Mendes;119;2008;Multi Nation
1320;Babylon A.D.;72109200;Bilim Kurgu;Mathieu Kassovitz;101;2008;Multi Nation
1321;Superhero Movie;71538062;Bilim Kurgu;Craig Mazin;85;2008;ABD
1322;The House Bunny;70439696;Komedi;Fred Wolf;97;2008;ABD
1323;Star Wars: The Clone Wars;68282844;Animasyon;Dave Filoni;99;2008;ABD
1324;Street Kings;66476363;Aksiyon;David Ayer;109;2008;ABD
1325;The Bank Job;64822796;Dram;Roger Donaldson;112;2008;Multi Nation
1326;Inkheart;62803180;Aile;Iain Softley;106;2008;ABD
1327;Prom Night;57197876;Korku;Nelson Mccormick;88;2008;Multi Nation
1328;Definitely, Maybe;55990299;Komedi;Adam Brooks;112;2008;Multi Nation
1329;Milk;54589558;Dram;Gus Van Sant;128;2008;ABD
1330;Untraceable;52933513;Gerilim;Gregory Hoblit;101;2008;ABD
1331;Doubt;51699984;Dram;John Patrick Shanley;104;2008;ABD
1332;College Road Trip;51549674;Aile;Roger Kumble;83;2008;ABD
1333;Meet Dave;51339567;Bilim Kurgu;Brian Robbins;90;2008;ABD
1334;Defiance;51262751;Aksiyon;Edward Zwick;137;2008;ABD
1335;The Women;50007546;Komedi;Diane English;114;2008;ABD
1336;Drillbit Taylor;49944325;Komedi;Steven Brill;102;2008;ABD
1337;The Hurt Locker;49230772;Dram;Kathryn Bigelow;131;2008;ABD
1338;Shutter;48555306;Gerilim;Masayuki Ochiai;85;2008;ABD
1339;Shutter;48555306;Gerilim;"Parkpoom Wongpoom
                                        ,                                                                                                                     Banjong Pisanthanakun";97;2004;Tayland
1340;The Wrestler;44734660;Dram;Darren Aronofsky;109;2008;Multi Nation
1341;The Duchess;43343384;Dram;Saul Dibb;110;2008;Multi Nation
1342;Bangkok Dangerous;42487390;Aksiyon;"Oxide Pang Chun
                                        ,                                                                                                                     Danny Pang";99;2008;Multi Nation
1343;Never Back Down;41627431;Aksiyon;Jeff Wadlow;115;2008;ABD
1344;My Best Friend's Girl;41624687;Komedi;Howard Deutch;101;2008;ABD
1345;Quarantine;41319906;Bilim Kurgu;John Erick Dowdle;89;2008;Multi Nation
1346;Leatherheads;41319039;Dram;George Clooney;114;2008;Multi Nation
1347;The Love Guru;40877556;Komedi;Marco Schnabel;87;2008;Multi Nation
1348;The Spirit;39164441;Aksiyon;Frank Miller;103;2008;ABD
1349;Admiral;39143985;Sava?;Andrei Kravchuk;123;2008;Rusya
1350;Ghajini;38316584;Aksiyon;A.R. Murugadoss;186;2008;Hindistan
1351;Disaster Movie;34816824;Bilim Kurgu;"Jason Friedberg
                                        ,                                                                                                                     Aaron Seltzer";87;2008;ABD
1352;In Bruges;33394440;Dram;Martin McDonagh;108;2008;Multi Nation
1353;Che: Part One;33266274;Dram;Steven Soderbergh;134;2008;Multi Nation
1354;Last Chance Harvey;32566966;Dram;Joel Hopkins;99;2008;ABD
1355;Pride and Glory;31200557;Dram;Gavin O'Connor;130;2008;Multi Nation
1356;Igor;30893885;Animasyon;Tony Leondis;87;2008;Multi Nation
1357;Be Kind Rewind;30579406;Dram;Michel Gondry;102;2008;Multi Nation
1358;Rab Ne Bana Di Jodi;29914469;Dram;Aditya Chopra;167;2008;Hindistan
1359;The Class;29303505;Komedi;Ilmar Raag;114;2007;Türkiye
1360;Appaloosa;27712362;Dram;Ed Harris;115;2008;ABD
1361;Traitor;27674464;Aksiyon;Jeffrey Nachmanoff;114;2008;ABD
1362;Frost/Nixon;27426335;Dram;Ron Howard;122;2008;Multi Nation
1363;Ghost Town;27090159;Dram;David Koepp;102;2008;ABD
1364;Jodhaa Akbar;26890354;Dram;Ashutosh Gowariker;213;2008;Hindistan
1365;Mad Money;26412163;Aksiyon;Callie Khouri;104;2008;ABD
1366;Kung Fu Dunk;22945567;Aksiyon;Yen-ping Chu;98;2008;Multi Nation
1367;The Ruins;22818256;Korku;Carter Smith;91;2008;Multi Nation
1368;The Accidental Husband;22707064;Komedi;Griffin Dunne;90;2008;Multi Nation
1369;Doomsday;22472631;Bilim Kurgu;Neil Marshall;108;2008;Multi Nation
1370;A.R.O.G;22212369;Bilim Kurgu;"Ali Taner Baltac?
                                        ,                                                                                                                     Cem Y?lmaz";127;2008;Türkiye
1371;Wild Child;21972336;Dram;Nick Moore;98;2008;Multi Nation
1372;Over Her Dead Body;21458111;Komedi;Jeff Lowell;95;2008;ABD
1373;Blindness;19844979;Bilim Kurgu;Fernando Meirelles;121;2008;Multi Nation
1374;Avatar;2743577587;Bilim Kurgu;James Cameron;162;2009;Multi Nation
1375;Harry Potter and the Half-Blood Prince;933959197;Fantastik;David Yates;153;2009;Multi Nation
1376;Ice Age: Dawn of the Dinosaurs;886686817;Animasyon;"Carlos Saldanha
                                        ,                                                                                                                     Mike Thurmeier";94;2009;ABD
1377;2012;769679473;Bilim Kurgu;Roland Emmerich;158;2009;ABD
1378;Up;735099082;Animasyon;"Pete Docter
                                        ,                                                                                                                     Bob Peterson";96;2009;ABD
1379;The Twilight Saga: New Moon;709827462;Dram;Chris Weitz;131;2009;ABD
1380;Sherlock Holmes;524028679;Aksiyon;Guy Ritchie;129;2009;Multi Nation
1381;The Hangover;468812793;Komedi;Todd Phillips;100;2009;Multi Nation
1382;Star Trek;385680446;Bilim Kurgu;J.J. Abrams;127;2009;ABD
1383;Monsters vs. Aliens;381509870;Animasyon;"Conrad Vernon
                                        ,                                                                                                                     Rob Letterman";94;2009;ABD
1384;X-Men Origins: Wolverine;373062864;Bilim Kurgu;Gavin Hood;107;2009;ABD
1385;A Christmas Carol;325286646;Animasyon;Robert Zemeckis;94;2009;ABD
1386;Inglourious Basterds;321455689;Dram;Quentin Tarantino;153;2009;Multi Nation
1387;The Proposal;317375031;Dram;Anne Fletcher;108;2009;ABD
1388;The Blind Side;309208309;Dram;John Lee Hancock;129;2009;ABD
1389;G.I. Joe: The Rise of Cobra;302469017;Bilim Kurgu;Stephen Sommers;118;2009;ABD
1390;G-Force;292817841;Animasyon;Hoyt Yeatman;88;2009;ABD
1391;It's Complicated;219103655;Komedi;Nancy Meyers;121;2009;ABD
1392;Public Enemies;214104620;Aksiyon;Michael Mann;140;2009;Multi Nation
1393;District 9;210888950;Bilim Kurgu;Neill Blomkamp;112;2009;Multi Nation
1394;The Ugly Truth;205298907;Komedi;Robert Luketic;96;2009;ABD
1395;Paranormal Activity;193355800;Gizem;Oren Peli;85;2007;ABD
1396;The Final Destination;186167139;Gizem;David R. Ellis;82;2009;ABD
1397;Watchmen;185382813;Bilim Kurgu;Zack Snyder;163;2009;ABD
1398;Paul Blart: Mall Cop;183348429;Aile;Steve Carr;91;2009;ABD
1399;He's Just Not That Into You;178866158;Dram;Ken Kwapis;129;2009;ABD
1400;Couples Retreat;171844840;Komedi;Peter Billingsley;113;2009;ABD
1401;Hannah Montana: The Movie;155545279;Aile;Peter Chelsom;102;2009;ABD
1402;17 Again;136316880;Komedi;Burr Steers;102;2009;ABD
1403;Julie & Julia;129540522;Dram;Nora Ephron;123;2009;ABD
1404;The Fighter;129190869;Dram;David O. Russell;116;2010;ABD
1405;Law Abiding Citizen;127944208;Dram;F. Gary Gray;109;2009;Multi Nation
1406;Coraline;124596837;Animasyon;Henry Selick;100;2009;ABD
1407;Surrogates;122444772;Bilim Kurgu;Jonathan Mostow;89;2009;ABD
1408;Invictus;122233971;Dram;Clint Eastwood;134;2009;ABD
1409;Bride Wars;115375850;Komedi;Gary Winick;89;2009;ABD
1410;Bride Wars;27670000;Komedi;Gary Winick;89;2009;ABD
1411;Planet 51;105647102;Animasyon;"Javier Abad
                                        ,                                                                                                                     Jorge Blanco (i)";91;2009;Multi Nation
1412;Zombieland;102392080;Komedi;Ruben Fleischer;88;2009;ABD
1413;Ghosts of Girlfriends Past;102366815;Fantastik;Mark Waters;115;2009;ABD
1414;The Time Traveler's Wife;101344412;Dram;Robert Schwentke;108;2009;ABD
1415;My Bloody Valentine;100734718;Gizem;Patrick Lussier;101;2009;ABD
1416;Old Dogs;96753696;Aile;Walt Becker;88;2009;ABD
1417;My Sister's Keeper;95714875;Dram;Nick Cassavetes;109;2009;ABD
1418;Green Zone;94882549;Aksiyon;Paul Greengrass;115;2010;Multi Nation
1419;The Lovely Bones;93621340;Dram;Peter Jackson;136;2009;Multi Nation
1420;Underworld: Rise of the Lycans;92158961;Aksiyon;Patrick Tatopoulos;92;2009;ABD
1421;I Love You, Man;91980359;Komedi;John Hamburg;105;2009;ABD
1422;Friday the 13th;91509154;Korku;Marcus Nispel;97;2009;ABD
1423;Duplicity;78176181;Komedi;Tony Gilroy;125;2009;Multi Nation
1424;Orphan;77912251;Gerilim;Jaume Collet-Serra;122;2009;Multi Nation
1425;The Haunting in Connecticut;77536359;Gerilim;Peter Cornwell;102;2009;ABD
1426;Fame;77211836;Dram;Kevin Tancharoen;107;2009;ABD
1427;The Pink Panther 2;76025134;Gizem;Harald Zwart;92;2009;ABD
1428;Obsessed;73830347;Dram;Steve Shill;108;2009;ABD
1429;Funny People;71585235;Dram;Judd Apatow;146;2009;ABD
1430;Saw VI;68234154;Gerilim;Kevin Greutert;90;2009;Multi Nation
1431;Year One;62357900;Komedi;Harold Ramis;97;2009;ABD
1432;Ninja Assassin;61601280;Aksiyon;James McTeigue;99;2009;Multi Nation
1433;3 Idiots;60262836;Dram;Rajkumar Hirani;170;2009;Hindistan
1434;The International;60253843;Aksiyon;Tom Tykwer;118;2009;Multi Nation
1435;Dragonball Evolution;55720772;Bilim Kurgu;James Wong;85;2009;Multi Nation
1436;Nine;54004950;Dram;Rob Marshall;119;2009;Multi Nation
1437;Push;48858618;Bilim Kurgu;Paul McGuigan;111;2009;Multi Nation
1438;9;48428063;Animasyon;Shane Acker;79;2009;Multi Nation
1439;The Fourth Kind;47709193;Bilim Kurgu;Olatunde Osunsanmi;98;2009;Multi Nation
1440;Crazy Heart;47405566;Dram;Scott Cooper;112;2009;ABD
1441;Fantastic Mr. Fox;46471023;Animasyon;Wes Anderson;87;2009;ABD
1442;The Spy Next Door;45236543;Aile;Brian Levant;94;2010;ABD
1443;Brothers;43474578;Dram;Jim Sheridan;105;2009;ABD
1444;The Uninvited;41633384;Korku;"Charles Guard
                                        ,                                                                                                                     Thomas Guard";87;2009;ABD
1445;Gamer;40828540;Bilim Kurgu;"Brian Taylor
                                        ,                                                                                                                     Mark Neveldine";95;2009;ABD
1446;All About Steve;40105542;Komedi;Phil Traill;99;2009;ABD
1447;Astro Boy;39886986;Animasyon;David Bowers;93;2009;Multi Nation
1448;Agora;39457342;Dram;Alejandro Amenábar;127;2009;Multi Nation
1449;Halloween II;39421467;Korku;Rob Zombie;105;2009;ABD
1450;Cirque du Freak: The Vampire's Assistant;39291383;Aksiyon;Paul Weitz;109;2009;ABD
1451;The Soloist;38332994;Dram;Joe Wright;109;2009;Multi Nation
1452;The Boat That Rocked;36348784;Dram;Richard Curtis;135;2009;?ngiltere
1453;Love Happens;36088028;Dram;Brandon Camp;109;2009;Multi Nation
1454;Whatever Works;36020534;Komedi;Woody Allen;93;2009;Multi Nation
1455;Crank: High Voltage;34572541;Aksiyon;"Brian Taylor
                                        ,                                                                                                                     Mark Neveldine";96;2009;ABD
1456;The Box;33333531;Bilim Kurgu;Richard Kelly;115;2009;ABD
1457;Fighting;32482728;Aksiyon;Dito Montiel;105;2009;Multi Nation
1458;The Invention of Lying;32406507;Fantastik;"Ricky Gervais
                                        ,                                                                                                                     Matthew Robinson";100;2009;ABD
1459;Jennifer's Body;31556061;Komedi;Karyn Kusama;107;2009;ABD
1460;Dance Flick;31439140;Aksiyon;Damien Wayans;83;2009;ABD
1461;A Serious Man;31430334;Dram;"Joel Coen
                                        ,                                                                                                                     Ethan Coen";106;2009;Multi Nation
1462;The Stepfather;31198531;Gerilim;Nelson Mccormick;101;2009;ABD
1463;The Young Victoria;29181829;Dram;Jean-Marc Vallee;100;2009;Multi Nation
1464;New in Town;29010817;Komedi;Jonas Elmer;97;2009;ABD
1465;Case 39;28190603;Gerilim;Christian Alvart;109;2009;Multi Nation
1466;The Road;27639579;Dram;John Hillcoat;111;2009;ABD
1467;Sorority Row;27206120;Gizem;Stewart Hendler;101;2009;ABD
1468;An Education;26096852;Dram;Lone Scherfig;100;2009;?ngiltere
1469;Coco;25593707;Animasyon;"Lee Unkrich
                                        ,                                                                                                                     Adrian Molina";105;2017;ABD
1470;Coco;807816196;Animasyon;"Lee Unkrich
                                        ,                                                                                                                     Adrian Molina";105;2017;ABD
1471;A Single Man;24964890;Dram;Tom Ford;99;2009;ABD
1472;Jonas Brothers: The 3D Concert Experience;23186960;Belgesel;Bruce Hendricks;76;2009;ABD
1473;Imagine That;22985194;Aile;Karey Kirkpatrick;107;2009;ABD
1474;Armored;22942221;Aksiyon;Nimród Antal;88;2009;ABD
1475;A Perfect Getaway;22938329;Gerilim;David Twohy;98;2009;ABD
1476;Dorian Gray;22873653;Dram;Oliver Parker;112;2009;?ngiltere
1477;The Rebound;21791288;Komedi;Bart Freundlich;95;2009;Multi Nation
1478;I Love You Phillip Morris;20768906;Dram;"Glenn Ficarra
                                        ,                                                                                                                     John Requa";98;2009;Multi Nation
1479;Pandorum;20648328;Bilim Kurgu;Christian Alvart;108;2009;Multi Nation
1480;Solomon Kane;19652185;Aksiyon;Michael J. Bassett;104;2009;Multi Nation
1481;Amelia;19643086;Dram;Mira Nair;111;2009;ABD
1482;Cell 211;19300483;Aksiyon;Daniel Monzon;110;2009;Multi Nation
1483;Toy Story 3;1066969703;Animasyon;Lee Unkrich;103;2010;ABD
1484;Alice in Wonderland;1025467110;Aile;Tim Burton;108;2010;ABD
1485;Inception;828258695;Bilim Kurgu;Christopher Nolan;148;2010;Multi Nation
1486;The Twilight Saga: Eclipse;698491347;Dram;David Slade;124;2010;ABD
1487;Iron Man 2;623933331;Bilim Kurgu;Jon Favreau;125;2010;ABD
1488;Tangled;592461732;Animasyon;"Byron Howard
                                        ,                                                                                                                     Nathan Greno";100;2010;ABD
1489;Despicable Me;543113985;Animasyon;"Pierre Coffin
                                        ,                                                                                                                     Chris Renaud
                                        ,                                                                                                                     Sergio Pablos";94;2010;ABD
1490;How to Train Your Dragon;494878759;Animasyon;"Chris Sanders
                                        ,                                                                                                                     Dean DeBlois";98;2010;ABD
