;Name;Worldwide;MovieType;Director;Duration;Year;Country
942;Fantastic Four;167882881;Bilim Kurgu;Tim Story;106;2005;Multi Nation
943;Chicken Little;314432837;Animasyon;Mark Dindal;81;2005;ABD
944;Wedding Crashers;288467645;Komedi;David Dobkin;119;2005;ABD
945;Robots;262511490;Animasyon;"Carlos Saldanha
                                        ,                                                                                                                     Chris Wedge";89;2005;ABD
946;Constantine;230884728;Aksiyon;Francis Lawrence;121;2005;Multi Nation
947;Flightplan;223387299;Dram;Robert Schwentke;98;2005;ABD
948;The Pacifier;198636868;Aile;Adam Shankman;95;2005;ABD
949;The Longest Yard;191466556;Komedi;Peter Segal;113;2005;ABD
950;Brokeback Mountain;178062759;Dram;Ang Lee;134;2005;Multi Nation
951;The Ring Two;163995949;Dram;Hideo Nakata;110;2005;ABD
952;The Island;162949164;Bilim Kurgu;Michael Bay;136;2005;ABD
953;The Island;198326350;Bilim Kurgu;Michael Bay;136;2005;ABD
954;The Interpreter;162944923;Gerilim;Sydney Pollack;128;2005;Multi Nation
955;Sin City;158733820;Aksiyon;"Frank Miller
                                        ,                                                                                                                     Quentin Tarantino
                                        ,                                                                                                                     Robert Rodriguez";124;2005;ABD
956;Bewitched;131426169;Fantastik;Nora Ephron;102;2005;ABD
957;Munich;130982129;Aksiyon;Steven Spielberg;164;2005;Multi Nation
958;Sahara;119240351;Aksiyon;Breck Eisner;124;2005;Multi Nation
959;Corpse Bride;118090836;Animasyon;"Tim Burton
                                        ,                                                                                                                     Mike Johnson";77;2005;ABD
960;Cinderella Man;108539911;Dram;Ron Howard;144;2005;ABD
961;The Amityville Horror;107516369;Korku;Andrew Douglas;90;2005;ABD
962;The Brothers Grimm;105316267;Aksiyon;Terry Gilliam;118;2005;ABD
963;Guess Who;103121466;Komedi;Kevin Rodney Sullivan;105;2005;ABD
964;Just Like Heaven;102854431;Dram;Mark Waters;95;2005;ABD
965;Are We There Yet?;97918663;Aile;Brian Levant;95;2005;ABD
966;Jarhead;97076152;Dram;Sam Mendes;123;2005;Multi Nation
967;Red Eye;96258201;Gerilim;Wes Craven;85;2005;ABD
968;Be Cool;95763716;Komedi;F. Gary Gray;118;2005;ABD
969;The Skeleton Key;93983911;Dram;Iain Softley;104;2005;Multi Nation
970;Syriana;93974620;Dram;Stephen Gaghan;128;2005;ABD
971;The Family Stone;92884429;Dram;Thomas Bezucha;103;2005;ABD
972;Four Brothers;92374674;Aksiyon;John Singleton;109;2005;ABD
973;White Noise;91196419;Dram;Geoffrey Sax;101;2005;Multi Nation
974;Racing Stripes;90754475;Aile;Frederik Du Chau;102;2005;ABD
975;Transporter 2;89083229;Aksiyon;Louis Leterrier;87;2005;Multi Nation
976;Rumor Has It...;88933562;Komedi;Rob Reiner;97;2005;Multi Nation
977;Sky High;86369815;Aile;Mike Mitchell;100;2005;ABD
978;Match Point;85638656;Dram;Woody Allen;124;2005;Multi Nation
979;In Her Shoes;83697473;Dram;Curtis Hanson;130;2005;ABD
980;The Constant Gardener;82466670;Dram;Fernando Meirelles;129;2005;Multi Nation
981;Stealth;79268322;Bilim Kurgu;Rob Cohen;121;2005;ABD
982;Coach Carter;76669554;Dram;Thomas Carter;136;2005;Multi Nation
983;Prime;67937494;Dram;Ben Younger;102;2005;ABD
984;Boogeyman;67192859;Dram;Stephen Kay;89;2005;ABD
985;Zathura: A Space Adventure;65079104;Bilim Kurgu;Jon Favreau;101;2005;ABD
986;Valiant;61746888;Animasyon;Gary Chapman;76;2005;Multi Nation
987;Must Love Dogs;58231520;Komedi;Gary David Goldberg;98;2005;ABD
988;Doom;58072119;Bilim Kurgu;Andrzej Bartkowiak;105;2005;Multi Nation
989;Derailed;57479076;Dram;Mikael Håfström;108;2005;Multi Nation
990;The Descent;57051053;Korku;Neil Marshall;99;2005;?ngiltere
991;Elektra;56995646;Bilim Kurgu;Rob Bowman;97;2005;Multi Nation
992;Elizabethtown;52164016;Dram;Cameron Crowe;123;2005;ABD
993;Just Friends;50912434;Komedi;Roger Kumble;96;2005;Multi Nation
994;Fever Pitch;50605163;Dram;"Bobby Farrelly
                                        ,                                                                                                                     Peter Farrelly";104;2005;Multi Nation
995;Capote;49327405;Dram;Bennett Miller;114;2005;Multi Nation
996;The Wedding Date;47096206;Komedi;Clare Kilner;88;2005;ABD
997;Get Rich or Die Tryin';46563961;Dram;Jim Sheridan;117;2005;ABD
998;The Fog;46201432;Gerilim;Rupert Wainwright;100;2005;Multi Nation
999;Deuce Bigalow: European Gigolo;45109561;Komedi;Mike Bigelow;83;2005;ABD
1000;A Lot Like Love;42886719;Dram;Nigel Cole;107;2005;ABD
1001;Oliver Twist;42580321;Aile;Roman Polanski;130;2005;Multi Nation
1002;Serenity;40445129;Bilim Kurgu;Joss Whedon;119;2005;ABD
1003;Casanova;37691644;Dram;Lasse Hallström;112;2005;ABD
1004;Beauty Shop;37245453;Komedi;Bille Woodruff;105;2005;ABD
1005;The Cave;33296457;Aksiyon;Bruce Hunt;97;2005;Multi Nation
1006;Cry Wolf;32586408;Gerilim;Jeff Wadlow;90;2005;ABD
1007;Wolf Creek;30762648;Gerilim;Greg McLean;104;2005;Multi Nation
1008;Cursed;29621722;Komedi;Wes Craven;97;2005;Multi Nation
1009;The Upside of Anger;28237488;Dram;Mike Binder;118;2005;ABD
1010;Ice Princess;27645491;Aile;Tim Fywell;98;2005;Multi Nation
1011;The Protector;27165581;Aksiyon;Prachya Pinkaew;111;2005;Multi Nation
1012;North Country;25211175;Dram;Niki Caro;126;2005;ABD
1013;Hustle & Flow;23563727;Dram;Craig Brewer;116;2005;ABD
1014;Domino;22944502;Aksiyon;Tony Scott;127;2005;Multi Nation
1015;The Jacket;21126225;Bilim Kurgu;John Maybury;103;2005;Multi Nation
1016;The Devil's Rejects;20901859;Dram;Rob Zombie;107;2005;Multi Nation
1017;The Perfect Man;19770475;Aile;Mark Rosman;100;2005;ABD
1018;The Weather Man;19126398;Dram;Gore Verbinski;101;2005;Multi Nation
1019;Waiting...;18637690;Komedi;Rob McKittrick;94;2005;ABD
1020;An Unfinished Life;18618284;Dram;Lasse Hallström;108;2005;Multi Nation
1021;Caché;16197824;Dram;Michael Haneke;117;2005;Multi Nation
1022;Kiss Kiss Bang Bang;15785148;Gerilim;Shane Black;103;2005;ABD
1023;The Greatest Game Ever Played;15431177;Dram;Bill Paxton;120;2005;ABD
1024;Transamerica;15151744;Dram;Duncan Tucker;103;2005;ABD
1025;Pirates of the Caribbean: Dead Man's Chest;1066179725;Aksiyon;Gore Verbinski;151;2006;ABD
1026;The Da Vinci Code;760006945;Gerilim;Ron Howard;149;2006;ABD
1027;Casino Royale;605999592;Aksiyon;Martin Campbell;144;2006;Multi Nation
1028;Cars;461983149;Animasyon;"John Lasseter
                                        ,                                                                                                                     Joe Ranft";117;2006;ABD
1029;X-Men: The Last Stand;460435291;Bilim Kurgu;Brett Ratner;104;2006;ABD
1030;Mission: Impossible III;398479497;Aksiyon;J.J. Abrams;126;2006;ABD
1031;Superman Returns;391081192;Bilim Kurgu;Bryan Singer;154;2006;ABD
1032;Happy Feet;384335608;Animasyon;"Warren Coleman
                                        ,                                                                                                                     George Miller
                                        ,                                                                                                                     Judy Morris";108;2006;Avustralya
1033;The Devil Wears Prada;326705902;Dram;David Frankel;109;2006;Multi Nation
1034;The Pursuit of Happyness;307127625;Dram;Gabriele Muccino;117;2006;ABD
1035;The Departed;291465034;Dram;Martin Scorsese;151;2006;Multi Nation
1036;Borat;262552893;Komedi;Larry Charles;84;2006;Multi Nation
1037;Eragon;250425512;Aile;Stefan Fangmeier;104;2006;Multi Nation
1038;Click;240685326;Dram;Frank Coraci;107;2006;ABD
1039;The Holiday;205841885;Komedi;Nancy Meyers;136;2006;ABD
1040;The Break-Up;205668210;Komedi;Peyton Reed;106;2006;ABD
1041;Open Season;200811689;Animasyon;"Roger Allers
                                        ,                                                                                                                     Jill Culton";83;2006;ABD
1042;Inside Man;186003591;Dram;Spike Lee;129;2006;ABD
1043;Poseidon;181674817;Aksiyon;Wolfgang Petersen;98;2006;ABD
1044;Deja Vu;180557550;Bilim Kurgu;Tony Scott;126;2006;Multi Nation
1045;Flushed Away;178281554;Animasyon;"David Bowers
                                        ,                                                                                                                     Sam Fell";85;2006;Multi Nation
1046;Scary Movie 4;178262620;Komedi;David Zucker;83;2006;ABD
1047;Blood Diamond;171720398;Aksiyon;Edward Zwick;143;2006;Multi Nation
1048;The Pink Panther;164115897;Aile;Shawn Levy;93;2006;ABD
1049;Miami Vice;163794509;Aksiyon;Michael Mann;132;2006;Multi Nation
1050;World Trade Center;163247198;Dram;Oliver Stone;129;2006;ABD
1051;The Fast and the Furious: Tokyo Drift;158964610;Aksiyon;Justin Lin;104;2006;Multi Nation
1052;Rocky Balboa;155929020;Dram;Sylvester Stallone;102;2006;ABD
1053;Dreamgirls;155430335;Dram;Bill Condon;134;2006;ABD
1054;Charlotte's Web;148963822;Aile;Gary Winick;97;2006;Multi Nation
1055;Garfield: A Tail of Two Kitties;143325970;Animasyon;Tim Hill;78;2006;Multi Nation
1056;Monster House;141861243;Animasyon;Gil Kenan;90;2006;ABD
1057;Big Momma's House 2;141522961;Komedi;John Whitesell;99;2006;ABD
1058;Babel;135330182;Dram;Alejandro González Iñárritu;143;2006;Multi Nation
1059;Perfume: The Story of a Murderer;135039924;Dram;Tom Tykwer;147;2006;Multi Nation
1060;You, Me and Dupree;130628903;Komedi;"Anthony Russo
                                        ,                                                                                                                     Joe Russo";108;2006;ABD
1061;The Queen;123384128;Dram;Stephen Frears;103;2006;Multi Nation
1062;Apocalypto;120673227;Aksiyon;Mel Gibson;139;2006;Multi Nation
1063;Eight Below;120455994;Aile;Frank Marshall;120;2006;ABD
1064;Final Destination 3;118890272;Gizem;James Wong;93;2006;Multi Nation
1065;Barnyard;116755080;Animasyon;Steve Oedekerk;85;2006;Multi Nation
1066;The Lake House;114830111;Dram;Alejandro Agresti;99;2006;Multi Nation
1067;Step Up;114194847;Dram;Anne Fletcher;104;2006;ABD
1068;The Prestige;109676311;Bilim Kurgu;Christopher Nolan;130;2006;Multi Nation
1069;The Wild;102338515;Animasyon;"Steve Williams
                                        ,                                                                                                                     Steve 'Spaz' Williams";81;2006;Multi Nation
1070;Little Miss Sunshine;101058954;Dram;"Jonathan Dayton
                                        ,                                                                                                                     Valerie Faris";102;2006;ABD
1071;Silent Hill;100605135;Gizem;Christophe Gans;125;2006;Multi Nation
1072;The Good Shepherd;100266865;Dram;Robert De Niro;167;2006;Multi Nation
1073;The Host;89431890;Bilim Kurgu;Andrew Niccol;125;2013;ABD
1074;The Host;63365859;Bilim Kurgu;Andrew Niccol;125;2013;ABD
1075;The Illusionist;87892388;Dram;Neil Burger;110;2006;ABD
1076;RV;87528173;Aile;Barry Sonnenfeld;99;2006;Multi Nation
1077;The Shaggy Dog;87134280;Aile;Brian Robbins;98;2006;ABD
1078;Date Movie;85749034;Komedi;"Jason Friedberg
                                        ,                                                                                                                     Aaron Seltzer";83;2006;Multi Nation
1079;Volver;85585177;Dram;Pedro Almodóvar;121;2006;Multi Nation
1080;Firewall;82751189;Aksiyon;Richard Loncraine;105;2006;Multi Nation
1081;Hostel;81979826;Korku;Eli Roth;94;2005;ABD
1082;United 93;76700659;Aksiyon;Paul Greengrass;111;2006;Multi Nation
1083;Lady in the Water;72785169;Dram;M. Night Shyamalan;110;2006;ABD
1084;The Grudge 2;70711175;Gerilim;Takashi Shimizu;102;2006;ABD
1085;Children of Men;70455770;Bilim Kurgu;Alfonso Cuarón;109;2006;Multi Nation
1086;The Hills Have Eyes;70008952;Gerilim;Alexandre Aja;107;2006;Multi Nation
1087;John Tucker Must Die;68844775;Komedi;Betty Thomas;89;2006;Multi Nation
1088;Flags of Our Fathers;65900249;Dram;Clint Eastwood;135;2006;ABD
1089;16 Blocks;65664721;Aksiyon;Richard Donner;105;2006;Multi Nation
1090;The Benchwarmers;64962629;Komedi;Dennis Dugan;85;2006;ABD
1091;My Super Ex-Girlfriend;61108981;Bilim Kurgu;Ivan Reitman;95;2006;ABD
1092;Marie Antoinette;60917189;Dram;Sofia Coppola;123;2006;Multi Nation
1093;Invincible;58480828;Dram;Ericson Core;105;2006;ABD
1094;Lucky Number Slevin;56308881;Dram;Paul McGuigan;110;2006;Multi Nation
1095;The Ant Bully;55181129;Animasyon;John A. Davis;88;2006;ABD
1096;Stranger Than Fiction;53653224;Dram;Marc Forster;113;2006;ABD
1097;The Texas Chainsaw Massacre: The Beginning;51764406;Korku;Jonathan Liebesman;91;2006;ABD
1098;Notes on a Scandal;49814392;Dram;Richard Eyre;92;2006;Multi Nation
1099;An Inconvenient Truth;49782012;Belgesel;Davis Guggenheim;100;2006;ABD
1100;The Black Dahlia;49332692;Dram;Brian De Palma;121;2006;Multi Nation
1101;The Nativity Story;46432264;Dram;Catherine Hardwicke;101;2005;ABD
1102;We Are Marshall;43545364;Dram;McG;124;2006;ABD
1103;Last Holiday;43451846;Dram;Wayne Wang;112;2006;ABD
1104;Glory Road;42938449;Dram;James Gartner;118;2006;ABD
1105;Crank;42931041;Aksiyon;"Brian Taylor
                                        ,                                                                                                                     Mark Neveldine";88;2006;ABD
1106;Man of the Year;42472472;Gerilim;Barry Levinson;115;2006;ABD
1107;A Good Year;42269923;Dram;Ridley Scott;117;2006;Multi Nation
1108;Gridiron Gang;41480851;Dram;Phil Joanou;125;2006;ABD
1109;Scoop;39220946;Gizem;Woody Allen;96;2006;Multi Nation
1110;The Wicker Man;38805380;Gerilim;Neil LaBute;102;2006;Multi Nation
1111;Basic Instinct 2;38629478;Gerilim;Michael Caton-Jones;114;2006;Multi Nation
1112;Accepted;38623262;Komedi;Steve Pink;93;2006;ABD
1113;Employee of the Month;38528984;Komedi;Greg Coolidge;103;2006;ABD
1114;Just My Luck;38159905;Aile;Donald Petrie;103;2006;ABD
1115;The Covenant;37598767;Aksiyon;Renny Harlin;97;2006;ABD
1116;The Covenant;21632392;Aksiyon;Renny Harlin;97;2006;ABD
1117;Miss Potter;35078241;Aile;Chris Noonan;92;2006;Multi Nation
1118;Dhoom 2;32396427;Aksiyon;Sanjay Gadhvi;151;2006;Hindistan
1119;Ultraviolet;31070211;Bilim Kurgu;Kurt Wimmer;87;2006;ABD
1120;Pulse;29907685;Gerilim;Jim Sonzero;90;2006;ABD
1121;Death Note;29630359;Fantastik;Sh?suke Kaneko;126;2006;Japonya
1122;An American Haunting;29612137;Gerilim;Courtney Solomon;83;2005;Multi Nation
1123;Stay Alive;27298695;Gerilim;;85;2006;ABD
1124;The Painted Veil;26910847;Dram;John Curran;125;2006;Multi Nation
1125;Kabhi Alvida Naa Kehna;25229168;Dram;Karan Johar;193;2006;Hindistan
1126;Stormbreaker;23937870;Aile;Geoffrey Sax;93;2006;Multi Nation
1127;Aquamarine;22989957;Aile;Elizabeth Allen;104;2006;Multi Nation
1128;Asterix and the Vikings;22501596;Animasyon;"Stefan Fjeldmark
                                        ,                                                                                                                     Jesper Moller";78;2006;Multi Nation
1129;Fanaa;22175908;Aksiyon;Kunal Kohli;168;2006;Hindistan
1130;The Marine;22165608;Aksiyon;John Bonito;92;2006;ABD
1131;Black Christmas;21510851;Gerilim;Glen Morgan;95;2006;Multi Nation
1132;Waist Deep;21353303;Aksiyon;Vondie Curtis-Hall;97;2006;ABD
1133;Bobby;20704591;Dram;Emilio Estevez;120;2006;ABD
1134;Don;19640129;Aksiyon;Farhan Akhtar;178;2006;Hindistan
1135;Don;8287406;Aksiyon;Farhan Akhtar;178;2006;Hindistan
1136;See No Evil;18564467;Gerilim;Gregory Dark;84;2006;ABD
1137;Bandidas;18381890;Aksiyon;"Joachim Roenning
                                        ,                                                                                                                     Espen Sandberg";93;2006;Multi Nation
1138;Flyboys;17834865;Aksiyon;Tony Bill;138;2006;Multi Nation
1139;Annapolis;17496992;Aksiyon;Justin Lin;108;2006;ABD
1140;Material Girls;16907725;Komedi;Martha Coolidge;97;2006;ABD
1141;Pirates of the Caribbean: At World's End;960996492;Aksiyon;Gore Verbinski;169;2007;ABD
1142;Harry Potter and the Order of the Phoenix;941676843;Fantastik;David Yates;138;2007;Multi Nation
1143;Spider-Man 3;894983373;Aksiyon;Sam Raimi;195;2007;ABD
1144;Shrek the Third;813367380;Animasyon;"Raman Hui
                                        ,                                                                                                                     Chris Miller";93;2007;ABD
1145;Transformers;709709780;Bilim Kurgu;Michael Bay;143;2007;ABD
1146;Ratatouille;623726085;Animasyon;"Brad Bird
                                        ,                                                                                                                     Jan Pinkava";111;2007;ABD
1147;I Am Legend;585410052;Bilim Kurgu;Francis Lawrence;100;2007;ABD
1148;The Simpsons Movie;536414270;Animasyon;David Silverman;87;2007;ABD
1149;National Treasure: Book of Secrets;459242249;Aksiyon;Jon Turteltaub;124;2007;ABD
1150;300;456068181;Aksiyon;Zack Snyder;117;2006;Multi Nation
