;Name;Worldwide;Domestic;MovieType;Duration;Year;Country;Director;Continent
1762;Tenet;365304105;58504105;Bilim Kurgu;150;2020;Multi Nation;Christopher Nolan;Multi Nation
1763;The Invisible Man;144492724;70410000;Bilim Kurgu;124;2020;Multi Nation;Leigh Whannell;Multi Nation
1764;The Call of the Wild;111257878;62342368;Aile;100;2020;Multi Nation;Chris Sanders;Multi Nation
1765;Bloodshot;39861118;12561824;Bilim Kurgu;109;2020;Multi Nation;Dave Wilson;Multi Nation
1766;Dune;402027830;108327830;Bilim Kurgu;155;2021;ABD;Denis Villeneuve;ABD
1767;Black Widow;379751655;183651655;Bilim Kurgu;136;2021;ABD;Cate Shortland;ABD
1768;Avatar: The Way of Water;2320250281;684075767;Bilim Kurgu;192;2022;ABD;James Cameron;ABD
1769;Top Gun: Maverick;1495696292;718732821;Aksiyon;131;2022;ABD;Joseph Kosinski;ABD
1770;The Lost City;192907684;105344029;Dram;144;2005;ABD;Andy Garcia;ABD
1771;Indiana Jones and the Dial of Destiny;383827783;174480468;Aksiyon;155;2023;ABD;James Mangold;ABD
