;Name;Worldwide;Domestic;MovieType;Duration;Year;Country;Director;Continent
1197;Paul;97984015;37412945;Bilim Kurgu;104;2011;Multi Nation;Greg Mottola;Multi Nation
1198;Scream 4;97138686;38180928;Gizem;111;2011;ABD;Wes Craven;ABD
1199;The Rite;96560591;33047633;Dram;114;2011;Multi Nation;Mikael Håfström;Multi Nation
1200;Red Riding Hood;90260376;37662162;Aksiyon;100;2011;Multi Nation;Catherine Hardwicke;Multi Nation
1201;Sucker Punch;89792502;36392502;Aksiyon;110;2011;Multi Nation;Zack Snyder;Multi Nation
1202;The Lincoln Lawyer;86752352;58009200;Dram;119;2011;ABD;Brad Furman;ABD
1203;Hall Pass;86157237;45060734;Komedi;105;2011;ABD;Bobby Farrelly;ABD
1204;J. Edgar;84920539;37306030;Dram;137;2011;ABD;Clint Eastwood;ABD
1205;Big Mommas: Like Father, Like Son;82686066;37915414;Aksiyon;107;2011;ABD;John Whitesell;ABD
1206;Abduction;82087155;28087155;Aksiyon;106;2011;ABD;John Singleton;ABD
1207;Drive;76976666;35061555;Dram;100;2011;ABD;Nicolas Winding Refn;ABD
1208;The Ides of March;76338111;40962534;Dram;95;2011;ABD;George Clooney;ABD
1209;The Mechanic;76130093;29121498;Aksiyon;93;2011;ABD;Simon West;ABD
1210;The Change-Up;75450437;37081475;Komedi;112;2011;ABD;David Dobkin;ABD
1211;Larry Crowne;75055070;35608245;Dram;98;2011;Multi Nation;Tom Hanks;Multi Nation
1212;Diary of a Wimpy Kid: Rodrick Rules;72526996;52698535;Aile;99;2011;ABD;David Bowers;ABD
1213;The Dilemma;69721966;48475290;Dram;111;2011;ABD;Ron Howard;ABD
1214;Something Borrowed;65100369;39046489;Dram;112;2011;ABD;Luke Greenfield;ABD
1215;The Darkest Hour;64626786;21443494;Bilim Kurgu;89;2011;Multi Nation;Chris Gorak;Multi Nation
1216;Hanna;63782078;40259119;Aksiyon;111;2011;Multi Nation;Joe Wright;Multi Nation
1217;Conan the Barbarian;63523283;21295021;Aksiyon;113;2011;ABD;Marcus Nispel;ABD
1218;Colombiana;63458440;36665854;Aksiyon;108;2011;Fransa;Olivier Megaton;Europe
1219;One Day;59389433;13843771;Dram;107;2011;Multi Nation;Lone Scherfig;Multi Nation
1220;Killer Elite;57084522;25124966;Aksiyon;116;2011;Multi Nation;Gary Mckendry;Multi Nation
1221;Arthur;48147945;33035397;Komedi;110;2011;ABD;Jason Winer;ABD
1222;Soul Surfer;47120948;43853424;Aile;112;2011;ABD;Sean McNamara;ABD
1223;Beastly;43202283;27865571;Dram;86;2011;ABD;Daniel Barnz;ABD
1224;50/50;41097853;35014192;Dram;100;2011;ABD;Jonathan Levine;ABD
1225;Fright Night;41002607;18302607;Komedi;106;2011;Multi Nation;Craig Gillespie;Multi Nation
1226;The Roommate;40492652;37300000;Dram;91;2011;ABD;Christian E. Christiansen;ABD
1227;Dream House;39984400;21302340;Dram;84;2011;Multi Nation;Jim Sheridan;Multi Nation
1228;Monte Carlo;39782683;23186769;Komedi;109;2011;Multi Nation;Thomas Bezucha;Multi Nation
1229;The Eagle;37989684;19490041;Dram;114;2011;ABD;Kevin Macdonald;ABD
1230;The Sitter;34942188;30441326;Gerilim;90;2007;ABD;Russell Mulcahy;ABD
1231;Bodyguard;31516209;1834384;Aksiyon;134;2011;Hindistan;Siddique;Asia
1232;The Thing;31505287;16928670;Bilim Kurgu;103;2011;Multi Nation;Matthijs Van Heijningen Jr.;Multi Nation
1233;I Don't Know How She Does It;31410151;9662284;Komedi;89;2011;ABD;Douglas McGrath;ABD
1234;Carnage;30722632;2547047;Dram;80;2011;Multi Nation;Roman Polanski;Multi Nation
1235;A Dangerous Method;30519436;5704709;Dram;99;2011;Multi Nation;David Cronenberg;Multi Nation
1236;What's Your Number?;30426096;14011084;Komedi;106;2011;ABD;Mark Mylod;ABD
1237;The Rum Diary;30134958;13109815;Dram;120;2011;Multi Nation;Bruce Robinson;Multi Nation
1238;Your Highness;28013733;21596445;Aksiyon;102;2011;ABD;David Gordon Green;ABD
1239;Apollo 18;26236153;17687709;Bilim Kurgu;86;2011;Multi Nation;Gonzalo López-Gallego;Multi Nation
1240;Eyyvah Eyvah 2;24792348;;Komedi;106;2011;Türkiye;Hakan Algül;Asia
1241;Warrior;23308615;13657115;Aksiyon;140;2011;ABD;Gavin O'Connor;ABD
1242;Skyfall;1108561013;304360277;Aksiyon;143;2012;Multi Nation;Sam Mendes;Multi Nation
1243;The Dark Knight Rises;1084939099;448139099;Aksiyon;165;2012;ABD;Christopher Nolan;ABD
1244;The Hobbit: An Unexpected Journey;1017003568;303003568;Aksiyon;169;2012;ABD;Peter Jackson;ABD
1245;Ice Age: Continental Drift;877244782;161321843;Animasyon;88;2012;ABD;Steve Martino;ABD
1246;The Amazing Spider-Man;757930663;262030663;Aksiyon;136;2012;ABD;Marc Webb;ABD
1247;The Hunger Games;694394724;408010692;Bilim Kurgu;142;2012;ABD;Gary Ross;ABD
1248;Men in Black 3;654213485;179020854;Bilim Kurgu;106;2012;ABD;Barry Sonnenfeld;ABD
1249;Life of Pi;609016565;124987023;Dram;127;2012;Multi Nation;Ang Lee;Multi Nation
1250;Ted;549368315;218815487;Fantastik;107;2012;ABD;Seth MacFarlane;ABD
1251;Brave;538983207;237283207;Animasyon;93;2012;ABD;Brenda Chapman;ABD
1252;Wreck-It Ralph;471222889;189422889;Animasyon;101;2012;ABD;Rich Moore;ABD
1253;Django Unchained;425368238;162805434;Dram;165;2012;ABD;Quentin Tarantino;ABD
1254;Prometheus;403354469;126477084;Bilim Kurgu;124;2012;Multi Nation;Ridley Scott;Multi Nation
1255;Taken 2;376141306;139854287;Aksiyon;91;2012;Multi Nation;Olivier Megaton;Multi Nation
1256;Hotel Transylvania;358375603;148313048;Animasyon;91;2012;ABD;Genndy Tartakovsky;ABD
1257;The Lorax;348840316;214030500;Animasyon;86;2012;ABD;Chris Renaud;ABD
1258;Journey 2: The Mysterious Island;335260290;103860290;Bilim Kurgu;94;2012;ABD;Eric Brevig;ABD
1259;The Expendables 2;314975955;85028192;Aksiyon;103;2012;Multi Nation;Simon West;Multi Nation
1260;Rise of the Guardians;306941670;103412758;Animasyon;97;2012;ABD;Peter Ramsey;ABD
1261;Battleship;303025485;65422625;Bilim Kurgu;131;2012;Multi Nation;Peter Berg;Multi Nation
1262;John Carter;284139100;73078100;Bilim Kurgu;132;2012;ABD;Andrew Stanton;ABD
1263;The Bourne Legacy;276144750;113203870;Aksiyon;135;2012;ABD;Tony Gilroy;ABD
1264;Lincoln;275293450;182207973;Dram;150;2012;Multi Nation;Steven Spielberg;Multi Nation
1265;Dark Shadows;245527149;79727149;Fantastik;113;2012;ABD;Tim Burton;ABD
1266;Resident Evil: Retribution;240159255;42345531;Bilim Kurgu;95;2012;Multi Nation;Paul W.S. Anderson;Multi Nation
1267;Silver Linings Playbook;236412453;132092958;Dram;122;2012;ABD;David O. Russell;ABD
1268;Argo;232325503;136025503;Dram;120;2012;Multi Nation;Ben Affleck;Multi Nation
1269;Jack Reacher;218340595;80070736;Aksiyon;130;2012;ABD;Christopher McQuarrie;ABD
1270;Safe House;208076205;126373434;Aksiyon;115;2012;ABD;Daniel Espinosa;ABD
1271;21 Jump Street;201585328;138447667;Aksiyon;109;2012;ABD;Chris Miller;ABD
1272;The Vow;196114570;125014030;Dram;104;2012;ABD;Michael Sucsy;ABD
1273;Mirror Mirror;183018522;64935167;Aile;106;2012;ABD;Tarsem Singh;ABD
1274;The Dictator;179379533;59650222;Komedi;83;2012;ABD;Larry Charles;ABD
1275;Looper;176506819;66486205;Bilim Kurgu;118;2012;ABD;Rian Johnson;ABD
1276;Magic Mike;167221571;113721571;Dram;110;2012;ABD;Steven Soderbergh;ABD
1277;Flight;161772375;93772375;Dram;138;2012;ABD;Robert Zemeckis;ABD
1278;Underworld: Awakening;160112671;62321039;Aksiyon;88;2012;ABD;Måns Mårlind;ABD
1279;This Means War;156491279;54760791;Aksiyon;98;2012;ABD;McG;ABD
1280;Paranormal Activity 4;142802657;53885000;Korku;87;2012;ABD;Henry Joost;ABD
1281;Step Up Revolution;140470746;35074677;Dram;99;2012;ABD;Scott Speer;ABD
1282;Last Vegas;134402450;63914167;Komedi;105;2013;ABD;Jon Turteltaub;ABD
1283;Zero Dark Thirty;132820716;95720716;Dram;157;2012;ABD;Kathryn Bigelow;ABD
1284;Ghost Rider: Spirit of Vengeance;132563930;51774002;Aksiyon;96;2011;ABD;Brian Taylor;ABD
1285;Cloud Atlas;130482868;27108272;Bilim Kurgu;172;2012;Multi Nation;Tom Tykwer;Multi Nation
1286;The Woman in Black;128955898;54333290;Dram;95;2012;Multi Nation;James Watkins;Multi Nation
1287;Chronicle;126636097;64575175;Bilim Kurgu;84;2012;ABD;Josh Trank;ABD
1288;Abraham Lincoln: Vampire Hunter;116471580;37519139;Aksiyon;105;2012;ABD;Timur Bekmambetov;ABD
1289;Pitch Perfect;115350426;65001093;Komedi;112;2012;ABD;Jason Moore;ABD
1290;ParaNorman;107139399;56003051;Animasyon;90;2012;ABD;Sam Fell;ABD
1291;Project X;102731865;54731865;Komedi;88;2012;ABD;Nima Nourizadeh;ABD
1292;The Devil Inside;101758490;53261944;Gerilim;83;2012;ABD;William Brent Bell;ABD
1293;The Lucky One;99357138;60457138;Dram;101;2012;ABD;Scott Hicks;ABD
1294;Contraband;96262212;66528000;Aksiyon;109;2012;Multi Nation;Baltasar Kormákur;Multi Nation
1295;The Possession;85446075;49130154;Gerilim;92;2012;Multi Nation;Ole Bornedal;Multi Nation
1296;Savages;82966152;47382068;Dram;131;2012;ABD;Oliver Stone;ABD
1297;Sinister;82515113;48086903;Gerilim;110;2012;Multi Nation;Scott Derrickson;Multi Nation
1298;The Grey;79781695;51580236;Aksiyon;117;2011;Multi Nation;Joe Carnahan;Multi Nation
1299;Diary of a Wimpy Kid: Dog Days;77229695;49008662;Aile;94;2012;ABD;David Bowers;ABD
1300;To Rome with Love;73244881;16685867;Komedi;111;2012;Multi Nation;Woody Allen;Multi Nation
1301;The Watch;68267862;35353000;Bilim Kurgu;102;2012;ABD;Akiva Schaffer;ABD
1302;Moonrise Kingdom;68263166;45512466;Dram;94;2012;ABD;Wes Anderson;ABD
1303;That's My Boy;57719093;36931089;Komedi;116;2012;ABD;Sean Anders;ABD
1304;Lawless;55404159;37400127;Dram;116;2012;ABD;John Hillcoat;ABD
1305;End of Watch;55078146;41003371;Dram;109;2012;ABD;David Ayer;ABD
1306;Red Dawn;50950296;44806783;Aksiyon;93;2012;ABD;Dan Bradley;ABD
1307;Safe;41564670;17142080;Aksiyon;94;2012;ABD;Boaz Yakin;ABD
1308;Dredd;41037742;13414714;Bilim Kurgu;95;2012;Multi Nation;Pete Travis;Multi Nation
1309;Chernobyl Diaries;38390020;18119640;Gerilim;88;2012;ABD;Bradley Parker;ABD
1310;Killing Them Softly;37930465;15026056;Gerilim;97;2012;ABD;Andrew Dominik;ABD
1311;The Tower;36512327;;Aksiyon;121;2012;Güney Kore;Kim Ji-hoon (ii);Asia
1312;Alex Cross;34618867;25888412;Aksiyon;101;2012;ABD;Rob Cohen;ABD
1313;Lockout;32948113;14326864;Bilim Kurgu;95;2012;Multi Nation;James Mather;Multi Nation
1314;Movie 43;32438988;8840453;Komedi;90;2013;ABD;Elizabeth Banks;ABD
1315;Seven Psychopaths;32226382;15024049;Komedi;110;2012;Multi Nation;Martin McDonagh;Multi Nation
1316;Premium Rush;31083599;20275446;Aksiyon;91;2012;ABD;David Koepp;ABD
1317;Playing for Keeps;30962335;13103272;Komedi;106;2012;ABD;Gabriele Muccino;ABD
1318;The Raven;29699345;16008272;Gerilim;111;2012;Multi Nation;James McTeigue;Multi Nation
1319;Amour;29652180;6739492;Dram;127;2012;Multi Nation;Michael Haneke;Multi Nation
1320;The Master;28258060;16377274;Dram;137;2012;ABD;Paul Thomas Anderson;ABD
1321;Hitchcock;27039669;6008677;Dram;98;2012;ABD;Sacha Gervasi;ABD
1322;Upside Down;22187813;105095;Bilim Kurgu;104;2012;Multi Nation;Juan Diego Solanas;Multi Nation
1323;Beasts of the Southern Wild;21107746;12795746;Dram;93;2012;ABD;Benh Zeitlin;ABD
1324;Frozen;1280802282;400738009;Gerilim;93;2010;ABD;Adam Green;ABD
1325;Frozen;1280802282;400738009;Animasyon;102;2013;ABD;Chris Buck;ABD
1326;Iron Man 3;1214811252;409013994;Bilim Kurgu;132;2013;ABD;Shane Black;ABD
1327;Despicable Me 2;970766005;368065385;Animasyon;111;2013;ABD;Pierre Coffin;ABD
1328;The Hobbit: The Desolation of Smaug;958366855;258366855;Aksiyon;161;2013;ABD;Peter Jackson;ABD
1329;The Hunger Games: Catching Fire;865011746;424668047;Bilim Kurgu;146;2013;ABD;Francis Lawrence;ABD
1330;Monsters University;743559607;268492764;Animasyon;104;2013;ABD;Dan Scanlon;ABD
1331;Gravity;723192705;274092705;Bilim Kurgu;91;2013;Multi Nation;Alfonso Cuarón;Multi Nation
1332;Thor: The Dark World;644783140;206362140;Aksiyon;115;2013;ABD;Alan Taylor;ABD
1333;The Croods;587204668;187168425;Animasyon;98;2013;ABD;Kirk De Micco;ABD
1334;World War Z;540007876;202359711;Bilim Kurgu;116;2013;Multi Nation;Marc Forster;Multi Nation
1335;Star Trek Into Darkness;467365246;228778661;Bilim Kurgu;132;2013;ABD;J.J. Abrams;ABD
1336;The Wolverine;414828246;132556852;Bilim Kurgu;126;2013;ABD;James Mangold;ABD
1337;Pacific Rim;411002906;101802906;Bilim Kurgu;131;2013;ABD;Guillermo del Toro;ABD
1338;The Wolf of Wall Street;392000694;116900694;Dram;180;2013;ABD;Martin Scorsese;ABD
1339;G.I. Joe: Retaliation;375740705;122523060;Bilim Kurgu;110;2013;Multi Nation;Jon M. Chu;Multi Nation
1340;The Great Gatsby;353641895;144840419;Dram;143;2013;Multi Nation;Baz Luhrmann;Multi Nation
1341;Now You See Me;351723989;117723989;Gerilim;115;2013;ABD;Louis Leterrier;ABD
1342;The Smurfs 2;347545360;71017784;Animasyon;105;2013;ABD;Raja Gosnell;ABD
1343;The Conjuring;319494638;137400141;Gerilim;112;2013;ABD;James Wan;ABD
1344;A Good Day to Die Hard;304654182;67349198;Aksiyon;98;2013;ABD;John Moore;ABD
1345;Oblivion;286168572;89107235;Bilim Kurgu;124;2013;ABD;Joseph Kosinski;ABD
1346;Elysium;286140700;93050117;Bilim Kurgu;109;2013;ABD;Neill Blomkamp;ABD
1347;Turbo;282570682;83028128;Animasyon;112;2013;ABD;David Soren;ABD
1348;Epic;268426634;107518682;Animasyon;102;2013;ABD;Chris Wedge;ABD
1349;The Lone Ranger;260502115;89302115;Aksiyon;135;2013;ABD;Gore Verbinski;ABD
1350;American Hustle;251171807;150117807;Dram;138;2013;ABD;David O. Russell;ABD
1351;Grown Ups 2;246984278;133668525;Komedi;101;2013;ABD;Dennis Dugan;ABD
1352;After Earth;243611982;60522097;Bilim Kurgu;100;2013;ABD;M. Night Shyamalan;ABD
1353;Planes;239258712;90288712;Animasyon;91;2013;ABD;Klay Hall;ABD
1354;The Heat;229930771;159582188;Aksiyon;117;2013;Multi Nation;Paul Feig;Multi Nation
1355;Captain Phillips;218791811;107100855;Aksiyon;134;2013;ABD;Paul Greengrass;ABD
1356;White House Down;205366737;73103784;Aksiyon;131;2013;ABD;Roland Emmerich;ABD
1357;Percy Jackson: Sea of Monsters;199850315;68559554;Aile;106;2013;ABD;Thor Freudenthal;ABD
1358;Identity Thief;173965010;134506920;Komedi;111;2013;ABD;Seth Gordon;ABD
1359;Olympus Has Fallen;170270201;98925640;Aksiyon;120;2013;ABD;Antoine Fuqua;ABD
1360;Insidious: Chapter 2;161919318;83586447;Gerilim;106;2013;ABD;James Wan;ABD
1361;Lone Survivor;154802912;125095601;Aksiyon;121;2013;ABD;Peter Berg;ABD
1362;47 Ronin;151783839;38362475;Aksiyon;119;2013;Multi Nation;Carl Rinsch;Multi Nation
1363;Mama;146428180;71628180;Korku;100;2013;Multi Nation;Andrés Muschietti;Multi Nation
1364;Escape Plan;137328301;25135965;Aksiyon;115;2013;ABD;Mikael Håfström;ABD
1365;2 Guns;131940411;75612460;Aksiyon;109;2013;ABD;Baltasar Kormákur;ABD
1366;Ender's Game;125544024;61737191;Bilim Kurgu;114;2013;ABD;Gavin Hood;ABD
1367;Prisoners;122126687;61002302;Dram;153;2013;ABD;Denis Villeneuve;ABD
1368;Saving Mr. Banks;117867984;83301580;Dram;125;2013;Multi Nation;John Lee Hancock;Multi Nation
1369;Warm Bodies;116980662;66380662;Komedi;97;2013;ABD;Jonathan Levine;ABD
1370;Blue Jasmine;99104804;33405481;Dram;99;2013;ABD;Woody Allen;ABD
1371;Safe Haven;97594140;71349120;Gerilim;115;2013;ABD;Lasse Hallström;ABD
1372;Evil Dead;97542952;54239856;Korku;91;2013;ABD;Fede Álvarez;ABD
1373;42;97470701;95020213;Dram;128;2013;ABD;Brian Helgeland;ABD
1374;The Internship;93492844;44672764;Komedi;119;2013;ABD;Shawn Levy;ABD
1375;The Purge;89328627;64473115;Bilim Kurgu;86;2013;Multi Nation;James DeMonaco;Multi Nation
1376;Dhoom 3;88031955;8031955;Aksiyon;171;2013;Hindistan;Vijay Krishna Acharya;Asia
1377;Pain & Gain;87305549;49875291;Aksiyon;129;2013;ABD;Michael Bay;ABD
1378;About Time;87100449;15322921;Dram;123;2013;?ngiltere;Richard Curtis;Europe
1379;Snowpiercer;86758912;4563650;Bilim Kurgu;127;2013;Multi Nation;Bong Joon-ho;Multi Nation
1380;Carrie;84790678;35266619;Dram;100;2013;ABD;Kimberly Peirce;ABD
1381;Carrie;84790678;35266619;Dram;132;2002;Multi Nation;David Carson;Multi Nation
1382;Miracle in Cell No. 7;82101723;;Dram;127;2013;Güney Kore;Lee Hwan-kyung;Asia
1383;The Family;78418811;36918811;Aksiyon;111;2013;Multi Nation;Luc Besson;Multi Nation
1384;R.I.P.D.;78324220;33618855;Aksiyon;96;2013;ABD;Robert Schwentke;ABD
1385;The Book Thief;76586316;21488481;Dram;131;2013;Multi Nation;Brian Percival;Multi Nation
1386;The Counselor;71009334;16973715;Dram;137;2013;Multi Nation;Ridley Scott;Multi Nation
1387;The Call;68572631;51872378;Gerilim;94;2013;ABD;Brad Anderson;ABD
1388;Side Effects;63414135;32172757;Dram;106;2013;ABD;Steven Soderbergh;ABD
1389;Runner Runner;62675095;19316646;Dram;91;2013;ABD;Brad Furman;ABD
1390;The Legend of Hercules;61279452;18848538;Aksiyon;99;2014;Multi Nation;Renny Harlin;Multi Nation
1391;Kick-Ass 2;60795985;28795985;Aksiyon;103;2013;Multi Nation;Jeff Wadlow;Multi Nation
1392;A Haunted House;60159584;40041683;Komedi;86;2013;ABD;Michael Tiddes;ABD
1393;Beautiful Creatures;60052138;19452138;Dram;124;2013;ABD;Richard LaGravenese;ABD
1394;Snitch;57824674;42930462;Aksiyon;112;2013;ABD;Ric Roman Waugh;ABD
1395;The Physician;57284237;;Dram;155;2013;Almanya;Philipp Stölzl;Europe
1396;Dallas Buyers Club;55198285;27298285;Dram;117;2013;ABD;Jean-Marc Vallee;ABD
1397;Delivery Man;53120346;30664106;Komedi;105;2013;Multi Nation;Ken Scott;Multi Nation
1398;Her;48517427;25568251;Bilim Kurgu;126;2013;ABD;Spike Jonze;ABD
1399;Homefront;48449416;20158898;Aksiyon;100;2013;ABD;Gary Fleder;ABD
1400;The Last Stand;48330757;12050299;Aksiyon;107;2013;ABD;Kim Ji-woon;ABD
1401;Parker;46922566;17616641;Aksiyon;118;2013;ABD;Taylor Hackford;ABD
1402;The World's End;46089287;26004851;Bilim Kurgu;109;2013;?ngiltere;Edgar Wright;Europe
1403;Jobs;42128352;16131410;Dram;128;2013;ABD;Joshua Michael Stern;ABD
1404;No Man's Land;41807712;;Aksiyon;98;2001;Multi Nation;Danis Tanovi?;Multi Nation
1405;Don Jon;39439355;24477704;Dram;90;2013;ABD;Joseph Gordon-Levitt;ABD
1406;Broken City;34737199;19701164;Dram;109;2013;ABD;Allen Hughes;ABD
1407;Inside Llewyn Davis;32935319;13235319;Dram;104;2013;Multi Nation;Joel Coen;Multi Nation
1408;Spring Breakers;31724284;14124284;Dram;94;2012;Multi Nation;Harmony Korine;Multi Nation
1409;Mandela: Long Walk to Freedom;27985788;8323085;Dram;141;2013;Multi Nation;Justin Chadwick;Multi Nation
1410;Dark Skies;27858103;17418667;Bilim Kurgu;97;2013;ABD;Scott Charles Stewart;ABD
1411;The Incredible Burt Wonderstone;27437881;22537881;Komedi;100;2013;ABD;Don Scardino;ABD
1412;You're Next;26895481;18494006;Gerilim;94;2011;Multi Nation;Adam Wingard;Multi Nation
1413;Trance;24261569;2328743;Dram;101;2013;Multi Nation;Danny Boyle;Multi Nation
1414;Transformers: Age of Extinction;1104054072;245439076;Bilim Kurgu;165;2014;ABD;Michael Bay;ABD
1415;Guardians of the Galaxy;772776600;333176600;Bilim Kurgu;121;2014;ABD;James Gunn;ABD
1416;Maleficent;758410378;241410378;Aile;97;2014;ABD;Robert Stromberg;ABD
1417;The Hunger Games: Mockingjay - Part 1;755356711;337135885;Bilim Kurgu;123;2014;Multi Nation;Francis Lawrence;Multi Nation
1418;X-Men: Days of Future Past;746045700;233921534;Bilim Kurgu;132;2014;ABD;Bryan Singer;ABD
1419;Captain America: The Winter Soldier;714421503;259766572;Bilim Kurgu;138;2014;ABD;Anthony Russo;ABD
1420;Dawn of the Planet of the Apes;710644566;208545589;Bilim Kurgu;130;2014;ABD;Matt Reeves;ABD
1421;The Amazing Spider-Man 2;708982323;202853933;Aksiyon;141;2014;ABD;Marc Webb;ABD
1422;Interstellar;681070397;188020017;Bilim Kurgu;169;2014;Multi Nation;Christopher Nolan;Multi Nation
1423;Big Hero 6;657827828;222527828;Animasyon;102;2014;ABD;Don Hall;ABD
1424;How to Train Your Dragon 2;621537519;177002924;Animasyon;102;2014;ABD;Dean DeBlois;ABD
1425;American Sniper;547626372;350126372;Aksiyon;133;2014;ABD;Clint Eastwood;ABD
1426;Rio 2;498781117;131538435;Animasyon;102;2014;ABD;Carlos Saldanha;ABD
1427;The Lego Movie;468060692;257760692;Animasyon;100;2014;Multi Nation;Phil Lord;Multi Nation
1428;Lucy;458863600;126663600;Bilim Kurgu;89;2014;Fransa;Luc Besson;Europe
1429;Penguins of Madagascar;373515621;83850911;Animasyon;91;2014;ABD;Simon J. Smith;ABD
1430;Edge of Tomorrow;370541256;100206256;Bilim Kurgu;114;2014;ABD;Doug Liman;ABD
1431;Gone Girl;369330363;167767189;Dram;149;2014;ABD;David Fincher;ABD
1432;Night at the Museum: Secret of the Tomb;363204635;113746621;Aile;97;2014;Multi Nation;Shawn Levy;Multi Nation
1433;Noah;359200044;101200044;Dram;138;2014;ABD;Darren Aronofsky;ABD
1434;The Maze Runner;348319861;102427862;Bilim Kurgu;113;2014;Multi Nation;Wes Ball;Multi Nation
1435;300: Rise of an Empire;337580051;106580051;Aksiyon;102;2014;ABD;Noam Murro;ABD
1436;22 Jump Street;331333876;191719337;Aksiyon;112;2014;ABD;Phil Lord;ABD
1437;The Fault in Our Stars;307166834;124872350;Dram;126;2014;ABD;Josh Boone;ABD
1438;Divergent;288885818;150947895;Bilim Kurgu;139;2014;ABD;Neil Burger;ABD
1439;Mr. Peabody & Sherman;275698039;111506430;Animasyon;92;2014;ABD;Rob Minkoff;ABD
1440;Neighbors;270665134;150157400;Komedi;97;2014;ABD;Nicholas Stoller;ABD
1441;Exodus: Gods and Kings;268175631;65014513;Aksiyon;150;2014;Multi Nation;Ridley Scott;Multi Nation
1442;Annabelle;257047661;84273813;Korku;99;2014;ABD;John R. Leonetti;ABD
1443;RoboCop;242688965;58607007;Bilim Kurgu;117;2014;Multi Nation;José Padilha;Multi Nation
1444;The Imitation Game;233555708;91125683;Dram;113;2014;Multi Nation;Morten Tyldum;Multi Nation
1445;Non-Stop;222809600;92168600;Aksiyon;106;2014;Multi Nation;Jaume Collet-Serra;Multi Nation
1446;Dracula Untold;217124280;56280355;Aksiyon;92;2014;ABD;Gary Shore;ABD
1447;The Expendables 3;214657577;39322544;Aksiyon;126;2014;Multi Nation;Patrick Hughes;Multi Nation
1448;Into the Woods;212902372;128002372;Fantastik;125;2014;ABD;Rob Marshall;ABD
1449;Fury;211817906;85817906;Aksiyon;134;2014;Multi Nation;David Ayer;Multi Nation
1450;Need for Speed;203277636;43577636;Aksiyon;132;2014;Multi Nation;Scott Waugh;Multi Nation
1451;The Other Woman;196710396;83911193;Komedi;109;2014;ABD;Nick Cassavetes;ABD
1452;The Other Woman;196710396;83911193;Dram;98;2009;ABD;Jason Priestley;ABD
1453;The Equalizer;192330738;101530738;Aksiyon;132;2014;ABD;Antoine Fuqua;ABD
1454;The Grand Budapest Hotel;172936941;59301324;Dram;100;2014;Multi Nation;Wes Anderson;Multi Nation
1455;Dumb and Dumber To;169837010;86208010;Komedi;110;2014;ABD;Bobby Farrelly;ABD
1456;Into the Storm;161502194;47602194;Aksiyon;89;2014;ABD;Steven Quale;ABD
1457;Unbroken;161459297;115637895;Dram;137;2014;ABD;Angelina Jolie;ABD
1458;The Monuments Men;155641650;78031620;Aksiyon;118;2014;Multi Nation;George Clooney;Multi Nation
1459;Ride Along;154468902;134938200;Aksiyon;160;2014;ABD;Tim Story;ABD
1460;Let's Be Cops;138224951;82390774;Komedi;104;2014;ABD;Luke Greenfield;ABD
1461;Jack Ryan: Shadow Recruit;135503748;50577412;Aksiyon;105;2014;Multi Nation;Kenneth Branagh;Multi Nation
1462;Blended;127994610;46294610;Komedi;117;2014;ABD;Frank Coraci;ABD
1463;Sex Tape;126069509;38543473;Komedi;94;2014;ABD;Jake Kasdan;ABD
1464;The Theory of Everything;123726688;35893537;Dram;123;2014;?ngiltere;James Marsh;Europe
1465;Pompeii;117831631;23219748;Aksiyon;105;2014;Multi Nation;Paul W.S. Anderson;Multi Nation
1466;Seventh Son;114178613;17223265;Fantastik;102;2014;Multi Nation;Sergey Bodrov;Multi Nation
1467;The Purge: Anarchy;111928365;71962800;Gerilim;104;2014;Multi Nation;James DeMonaco;Multi Nation
1468;Horrible Bosses 2;107645357;54445357;Komedi;108;2014;ABD;Seth Gordon;ABD
1469;Transcendence;103039258;23022309;Bilim Kurgu;119;2014;Multi Nation;Wally Pfister;Multi Nation
1470;Deliver Us from Evil;87937815;30577122;Gerilim;118;2014;ABD;Scott Derrickson;ABD
1471;Deliver Us from Evil;33718703;;Gerilim;118;2014;ABD;Scott Derrickson;ABD
1472;A Million Ways to Die in the West;87189756;43139300;Komedi;115;2014;ABD;Seth MacFarlane;ABD
1473;John Wick;86013056;43037835;Aksiyon;101;2014;ABD;David Leitch;ABD
1474;The Judge;84419388;47119388;Dram;141;2014;ABD;David Dobkin;ABD
1475;If I Stay;78274843;50474843;Dram;106;2014;ABD;R.J. Cutler;ABD
1476;I, Frankenstein;76801179;19075290;Gerilim;92;2014;Multi Nation;Stuart Beattie;Multi Nation
1477;Crimson Peak;74679822;31090320;Korku;119;2015;ABD;Guillermo del Toro;ABD
1478;Brick Mansions;71416730;20396829;Aksiyon;91;2014;Multi Nation;Camille Delamarre;Multi Nation
1479;The Giver;66980456;45090374;Bilim Kurgu;97;2014;ABD;Phillip Noyce;ABD
1480;Selma;66787908;52076908;Dram;127;2014;Multi Nation;Ava DuVernay;Multi Nation
1481;The Walk;61181942;10137502;Dram;123;2015;ABD;Robert Zemeckis;ABD
1482;St. Vincent;54837234;44137712;Komedi;102;2014;ABD;Theodore Melfi;ABD
1483;No Good Deed;54323210;52543632;Aksiyon;97;2002;ABD;Bob Rafelson;ABD
1484;3 Days to Kill;53260230;30697999;Aksiyon;113;2014;Multi Nation;McG;Multi Nation
