;Name;Worldwide;Domestic;Duration;Year;Country;Director;Top_Director;Director_Category;Continent_ABD;Continent_Asia;Continent_Australia;Continent_Europe;Continent_Multi Nation;Continent_North America;MovieType_Aile;MovieType_Aksiyon;MovieType_Animasyon;MovieType_Belgesel;MovieType_Bilim Kurgu;MovieType_Dram;MovieType_Fantastik;MovieType_Gerilim;MovieType_Gizem;MovieType_Komedi;MovieType_Korku;MovieType_Macera;MovieType_Savas
883;Role Models;92649419;67294270;99;2008;ABD;David Wain;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
884;Max Payne;87066930;40689393;100;2008;Multi Nation;John Moore;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
885;Nights in Rodanthe;84375346;41850659;97;2008;Multi Nation;George C. Wolfe;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
886;The Strangers;82410456;52597610;86;2008;ABD;Bryan Bertino;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
887;Righteous Kill;78460699;40081410;101;2008;ABD;Jon Avnet;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
888;The Other Boleyn Girl;78199679;26814957;115;2008;Multi Nation;Justin Chadwick;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
889;Mirrors;78094714;30691439;111;2008;Multi Nation;Alexandre Aja;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
890;Death Race;76014335;36316032;105;2008;Multi Nation;Paul W.S. Anderson;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
891;Revolutionary Road;75981180;22911480;119;2008;Multi Nation;Sam Mendes;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
892;Babylon A.D.;72109200;22532572;101;2008;Multi Nation;Mathieu Kassovitz;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
893;Superhero Movie;71538062;25881068;85;2008;ABD;Craig Mazin;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
894;The House Bunny;70439696;48237389;97;2008;ABD;Fred Wolf;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
895;Star Wars: The Clone Wars;68282844;35161554;99;2008;ABD;Dave Filoni;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
896;Street Kings;66476363;26418667;109;2008;ABD;David Ayer;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
897;The Bank Job;64822796;30060660;112;2008;Multi Nation;Roger Donaldson;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
898;Inkheart;62803180;17303424;106;2008;ABD;Iain Softley;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
899;Prom Night;57197876;43869350;88;2008;Multi Nation;Nelson Mccormick;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
900;Definitely, Maybe;55990299;32241649;112;2008;Multi Nation;Adam Brooks;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
901;Milk;54589558;31841299;128;2008;ABD;Gus Van Sant;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
902;Untraceable;52933513;28687835;101;2008;ABD;Gregory Hoblit;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
903;Doubt;51699984;33446470;104;2008;ABD;John Patrick Shanley;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
904;College Road Trip;51549674;45610425;83;2008;ABD;Roger Kumble;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
905;Meet Dave;51339567;11803254;90;2008;ABD;Brian Robbins;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
906;Defiance;51262751;28644813;137;2008;ABD;Edward Zwick;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
907;The Women;50007546;26902075;114;2008;ABD;Diane English;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
908;Drillbit Taylor;49944325;32862104;102;2008;ABD;Steven Brill;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
909;The Hurt Locker;49230772;17017811;131;2008;ABD;Kathryn Bigelow;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
910;Shutter;48555306;25928550;85;2008;ABD;Masayuki Ochiai;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
911;Shutter;48555306;25928550;97;2004;Tayland;"Parkpoom Wongpoom
                                        ,                                                                                                                     Banjong Pisanthanakun";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
912;The Wrestler;44734660;26238243;109;2008;Multi Nation;Darren Aronofsky;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
913;The Duchess;43343384;13848978;110;2008;Multi Nation;Saul Dibb;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
914;Bangkok Dangerous;42487390;15298133;99;2008;Multi Nation;"Oxide Pang Chun
                                        ,                                                                                                                     Danny Pang";0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
915;Never Back Down;41627431;24850922;115;2008;ABD;Jeff Wadlow;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
916;My Best Friend's Girl;41624687;19219250;101;2008;ABD;Howard Deutch;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
917;Quarantine;41319906;31691811;89;2008;Multi Nation;John Erick Dowdle;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
918;Leatherheads;41319039;31373938;114;2008;Multi Nation;George Clooney;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
919;The Love Guru;40877556;32235793;87;2008;Multi Nation;Marco Schnabel;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
920;The Spirit;39164441;19806188;103;2008;ABD;Frank Miller;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
921;Admiral;39143985;;123;2008;Rusya;Andrei Kravchuk;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
922;Ghajini;38316584;2430627;186;2008;Hindistan;A.R. Murugadoss;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
923;Disaster Movie;34816824;14190901;87;2008;ABD;"Jason Friedberg
                                        ,                                                                                                                     Aaron Seltzer";0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
924;In Bruges;33394440;7800824;108;2008;Multi Nation;Martin McDonagh;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
925;Che: Part One;33266274;;134;2008;Multi Nation;Steven Soderbergh;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
926;Last Chance Harvey;32566966;14889042;99;2008;ABD;Joel Hopkins;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
927;Pride and Glory;31200557;15740721;130;2008;Multi Nation;Gavin O'Connor;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
928;Igor;30893885;19528602;87;2008;Multi Nation;Tony Leondis;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
929;Be Kind Rewind;30579406;11175164;102;2008;Multi Nation;Michel Gondry;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
930;Rab Ne Bana Di Jodi;29914469;2078956;167;2008;Hindistan;Aditya Chopra;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
931;The Class;29303505;3766810;114;2007;Türkiye;Ilmar Raag;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
932;Appaloosa;27712362;20211394;115;2008;ABD;Ed Harris;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
933;Traitor;27674464;23530831;114;2008;ABD;Jeffrey Nachmanoff;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
934;Frost/Nixon;27426335;18622031;122;2008;Multi Nation;Ron Howard;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
935;Ghost Town;27090159;13367624;102;2008;ABD;David Koepp;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
936;Jodhaa Akbar;26890354;3440718;213;2008;Hindistan;Ashutosh Gowariker;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
937;Mad Money;26412163;20668843;104;2008;ABD;Callie Khouri;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
938;Kung Fu Dunk;22945567;;98;2008;Multi Nation;Yen-ping Chu;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
939;The Ruins;22818256;17432844;91;2008;Multi Nation;Carter Smith;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
940;The Accidental Husband;22707064;;90;2008;Multi Nation;Griffin Dunne;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
941;Doomsday;22472631;11008770;108;2008;Multi Nation;Neil Marshall;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
942;A.R.O.G;22212369;;127;2008;Türkiye;"Ali Taner Baltac?
                                        ,                                                                                                                     Cem Y?lmaz";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
943;Wild Child;21972336;;98;2008;Multi Nation;Nick Moore;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
944;Over Her Dead Body;21458111;7563670;95;2008;ABD;Jeff Lowell;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
945;Blindness;19844979;3351751;121;2008;Multi Nation;Fernando Meirelles;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
946;Avatar;2743577587;749766139;162;2009;Multi Nation;James Cameron;1;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
947;Harry Potter and the Half-Blood Prince;933959197;301959197;153;2009;Multi Nation;David Yates;0;3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
948;Ice Age: Dawn of the Dinosaurs;886686817;196573705;94;2009;ABD;"Carlos Saldanha
                                        ,                                                                                                                     Mike Thurmeier";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
949;Up;735099082;293004164;96;2009;ABD;"Pete Docter
                                        ,                                                                                                                     Bob Peterson";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
950;The Twilight Saga: New Moon;709827462;296623634;131;2009;ABD;Chris Weitz;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
951;Sherlock Holmes;524028679;209028679;129;2009;Multi Nation;Guy Ritchie;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
952;The Hangover;468812793;277322503;100;2009;Multi Nation;Todd Phillips;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
953;Star Trek;385680446;257730019;127;2009;ABD;J.J. Abrams;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
954;Monsters vs. Aliens;381509870;198351526;94;2009;ABD;"Conrad Vernon
                                        ,                                                                                                                     Rob Letterman";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
955;X-Men Origins: Wolverine;373062864;179883157;107;2009;ABD;Gavin Hood;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
956;A Christmas Carol;325286646;137855863;94;2009;ABD;Robert Zemeckis;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
957;Inglourious Basterds;321455689;120540719;153;2009;Multi Nation;Quentin Tarantino;1;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
958;The Proposal;317375031;163958031;108;2009;ABD;Anne Fletcher;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
959;The Blind Side;309208309;255959475;129;2009;ABD;John Lee Hancock;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
960;G.I. Joe: The Rise of Cobra;302469017;150201498;118;2009;ABD;Stephen Sommers;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
961;G-Force;292817841;119436770;88;2009;ABD;Hoyt Yeatman;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
962;It's Complicated;219103655;112735375;121;2009;ABD;Nancy Meyers;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
963;Public Enemies;214104620;97104620;140;2009;Multi Nation;Michael Mann;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
964;District 9;210888950;115646235;112;2009;Multi Nation;Neill Blomkamp;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
965;The Ugly Truth;205298907;88915214;96;2009;ABD;Robert Luketic;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
966;Paranormal Activity;193355800;107918810;85;2007;ABD;Oren Peli;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
967;The Final Destination;186167139;66477700;82;2009;ABD;David R. Ellis;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
968;Watchmen;185382813;107509799;163;2009;ABD;Zack Snyder;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
969;Paul Blart: Mall Cop;183348429;146336178;91;2009;ABD;Steve Carr;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
970;He's Just Not That Into You;178866158;93953653;129;2009;ABD;Ken Kwapis;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
971;Couples Retreat;171844840;109204945;113;2009;ABD;Peter Billingsley;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
972;Hannah Montana: The Movie;155545279;79576189;102;2009;ABD;Peter Chelsom;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
973;17 Again;136316880;64167069;102;2009;ABD;Burr Steers;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
974;Julie & Julia;129540522;94125426;123;2009;ABD;Nora Ephron;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
975;The Fighter;129190869;93617009;116;2010;ABD;David O. Russell;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
976;Law Abiding Citizen;127944208;73357727;109;2009;Multi Nation;F. Gary Gray;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
977;Coraline;124596837;75286229;100;2009;ABD;Henry Selick;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
978;Surrogates;122444772;38577772;89;2009;ABD;Jonathan Mostow;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
979;Invictus;122233971;37491364;134;2009;ABD;Clint Eastwood;1;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
980;Bride Wars;115375850;58715510;89;2009;ABD;Gary Winick;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
981;Bride Wars;27670000;;89;2009;ABD;Gary Winick;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
982;Planet 51;105647102;42194060;91;2009;Multi Nation;"Javier Abad
                                        ,                                                                                                                     Jorge Blanco (i)";0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
983;Zombieland;102392080;75590286;88;2009;ABD;Ruben Fleischer;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
984;Ghosts of Girlfriends Past;102366815;55250026;115;2009;ABD;Mark Waters;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
985;The Time Traveler's Wife;101344412;63414846;108;2009;ABD;Robert Schwentke;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
986;My Bloody Valentine;100734718;51545952;101;2009;ABD;Patrick Lussier;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
987;Old Dogs;96753696;49492060;88;2009;ABD;Walt Becker;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
988;My Sister's Keeper;95714875;49200230;109;2009;ABD;Nick Cassavetes;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
989;Green Zone;94882549;35053660;115;2010;Multi Nation;Paul Greengrass;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
990;The Lovely Bones;93621340;44114232;136;2009;Multi Nation;Peter Jackson;1;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
991;Underworld: Rise of the Lycans;92158961;45802315;92;2009;ABD;Patrick Tatopoulos;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
992;I Love You, Man;91980359;71440011;105;2009;ABD;John Hamburg;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
993;Friday the 13th;91509154;65002019;97;2009;ABD;Marcus Nispel;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
994;Duplicity;78176181;40572825;125;2009;Multi Nation;Tony Gilroy;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
995;Orphan;77912251;41596251;122;2009;Multi Nation;Jaume Collet-Serra;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
996;The Haunting in Connecticut;77536359;55389516;102;2009;ABD;Peter Cornwell;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
997;Fame;77211836;22455510;107;2009;ABD;Kevin Tancharoen;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
998;The Pink Panther 2;76025134;35922978;92;2009;ABD;Harald Zwart;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
999;Obsessed;73830347;68261644;108;2009;ABD;Steve Shill;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1000;Funny People;71585235;51855045;146;2009;ABD;Judd Apatow;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1001;Saw VI;68234154;27693292;90;2009;Multi Nation;Kevin Greutert;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1002;Year One;62357900;43337279;97;2009;ABD;Harold Ramis;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1003;Ninja Assassin;61601280;38122883;99;2009;Multi Nation;James McTeigue;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1004;3 Idiots;60262836;6532874;170;2009;Hindistan;Rajkumar Hirani;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1005;The International;60253843;25450527;118;2009;Multi Nation;Tom Tykwer;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1006;Dragonball Evolution;55720772;9362785;85;2009;Multi Nation;James Wong;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1007;Nine;54004950;19676965;119;2009;Multi Nation;Rob Marshall;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1008;Push;48858618;31811527;111;2009;Multi Nation;Paul McGuigan;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1009;9;48428063;31749894;79;2009;Multi Nation;Shane Acker;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1010;The Fourth Kind;47709193;25486040;98;2009;Multi Nation;Olatunde Osunsanmi;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1011;Crazy Heart;47405566;39464306;112;2009;ABD;Scott Cooper;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1012;Fantastic Mr. Fox;46471023;21002919;87;2009;ABD;Wes Anderson;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1013;The Spy Next Door;45236543;24307086;94;2010;ABD;Brian Levant;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1014;Brothers;43474578;28544157;105;2009;ABD;Jim Sheridan;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1015;The Uninvited;41633384;28596818;87;2009;ABD;"Charles Guard
                                        ,                                                                                                                     Thomas Guard";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1016;Gamer;40828540;20534907;95;2009;ABD;"Brian Taylor
                                        ,                                                                                                                     Mark Neveldine";0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1017;All About Steve;40105542;33862903;99;2009;ABD;Phil Traill;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1018;Astro Boy;39886986;19551067;93;2009;Multi Nation;David Bowers;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1019;Agora;39457342;619423;127;2009;Multi Nation;Alejandro Amenábar;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1020;Halloween II;39421467;33392973;105;2009;ABD;Rob Zombie;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1021;Cirque du Freak: The Vampire's Assistant;39291383;13869515;109;2009;ABD;Paul Weitz;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1022;The Soloist;38332994;31720158;109;2009;Multi Nation;Joe Wright;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1023;The Boat That Rocked;36348784;8017917;135;2009;?ngiltere;Richard Curtis;0;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1024;Love Happens;36088028;22965110;109;2009;Multi Nation;Brandon Camp;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1025;Whatever Works;36020534;5306706;93;2009;Multi Nation;Woody Allen;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1026;Crank: High Voltage;34572541;13684249;96;2009;ABD;"Brian Taylor
                                        ,                                                                                                                     Mark Neveldine";0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1027;The Box;33333531;15051977;115;2009;ABD;Richard Kelly;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1028;Fighting;32482728;23091010;105;2009;Multi Nation;Dito Montiel;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1029;The Invention of Lying;32406507;18451251;100;2009;ABD;"Ricky Gervais
                                        ,                                                                                                                     Matthew Robinson";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1030;Jennifer's Body;31556061;16204793;107;2009;ABD;Karyn Kusama;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1031;Dance Flick;31439140;25662155;83;2009;ABD;Damien Wayans;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1032;A Serious Man;31430334;9228768;106;2009;Multi Nation;"Joel Coen
                                        ,                                                                                                                     Ethan Coen";1;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1033;The Stepfather;31198531;29062561;101;2009;ABD;Nelson Mccormick;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1034;The Young Victoria;29181829;11001272;100;2009;Multi Nation;Jean-Marc Vallee;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1035;New in Town;29010817;16734283;97;2009;ABD;Jonas Elmer;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1036;Case 39;28190603;13261851;109;2009;Multi Nation;Christian Alvart;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1037;The Road;27639579;8117000;111;2009;ABD;John Hillcoat;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1038;Sorority Row;27206120;11965282;101;2009;ABD;Stewart Hendler;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1039;An Education;26096852;12574914;100;2009;?ngiltere;Lone Scherfig;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1040;Coco;25593707;;105;2017;ABD;"Lee Unkrich
                                        ,                                                                                                                     Adrian Molina";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1041;Coco;807816196;210460015;105;2017;ABD;"Lee Unkrich
                                        ,                                                                                                                     Adrian Molina";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1042;A Single Man;24964890;9176000;99;2009;ABD;Tom Ford;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1043;Jonas Brothers: The 3D Concert Experience;23186960;19162740;76;2009;ABD;Bruce Hendricks;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1044;Imagine That;22985194;16123323;107;2009;ABD;Karey Kirkpatrick;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1045;Armored;22942221;15988876;88;2009;ABD;Nimród Antal;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1046;A Perfect Getaway;22938329;15515460;98;2009;ABD;David Twohy;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1047;Dorian Gray;22873653;;112;2009;?ngiltere;Oliver Parker;0;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1048;The Rebound;21791288;;95;2009;Multi Nation;Bart Freundlich;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1049;I Love You Phillip Morris;20768906;2037459;98;2009;Multi Nation;"Glenn Ficarra
                                        ,                                                                                                                     John Requa";0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1050;Pandorum;20648328;10330853;108;2009;Multi Nation;Christian Alvart;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1051;Solomon Kane;19652185;;104;2009;Multi Nation;Michael J. Bassett;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1052;Amelia;19643086;14246488;111;2009;ABD;Mira Nair;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
