;Name;Worldwide;Domestic;Duration;Year;Country;Director;Top_Director;Director_Category;Continent_ABD;Continent_Asia;Continent_Australia;Continent_Europe;Continent_Multi Nation;Continent_North America;MovieType_Aile;MovieType_Aksiyon;MovieType_Animasyon;MovieType_Belgesel;MovieType_Bilim Kurgu;MovieType_Dram;MovieType_Fantastik;MovieType_Gerilim;MovieType_Gizem;MovieType_Komedi;MovieType_Korku;MovieType_Macera;MovieType_Savas
643;Silent Hill;100605135;46982632;125;2006;Multi Nation;Christophe Gans;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
644;The Good Shepherd;100266865;59952835;167;2006;Multi Nation;Robert De Niro;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
645;The Host;89431890;2201923;125;2013;ABD;Andrew Niccol;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
646;The Host;63365859;26627201;125;2013;ABD;Andrew Niccol;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
647;The Illusionist;87892388;39868642;110;2006;ABD;Neil Burger;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
648;RV;87528173;71726025;99;2006;Multi Nation;Barry Sonnenfeld;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
649;The Shaggy Dog;87134280;61123569;98;2006;ABD;Brian Robbins;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
650;Date Movie;85749034;48548426;83;2006;Multi Nation;"Jason Friedberg
                                        ,                                                                                                                     Aaron Seltzer";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
651;Volver;85585177;12899867;121;2006;Multi Nation;Pedro Almodóvar;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
652;Firewall;82751189;48751189;105;2006;Multi Nation;Richard Loncraine;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
653;Hostel;81979826;47326473;94;2005;ABD;Eli Roth;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
654;United 93;76700659;31483450;111;2006;Multi Nation;Paul Greengrass;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
655;Lady in the Water;72785169;42285169;110;2006;ABD;M. Night Shyamalan;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
656;The Grudge 2;70711175;39143839;102;2006;ABD;Takashi Shimizu;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
657;Children of Men;70455770;35552383;109;2006;Multi Nation;Alfonso Cuarón;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
658;The Hills Have Eyes;70008952;41778863;107;2006;Multi Nation;Alexandre Aja;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
659;John Tucker Must Die;68844775;41011711;89;2006;Multi Nation;Betty Thomas;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
660;Flags of Our Fathers;65900249;33602376;135;2006;ABD;Clint Eastwood;1;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
661;16 Blocks;65664721;36895141;105;2006;Multi Nation;Richard Donner;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
662;The Benchwarmers;64962629;59843754;85;2006;ABD;Dennis Dugan;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
663;My Super Ex-Girlfriend;61108981;22530295;95;2006;ABD;Ivan Reitman;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
664;Marie Antoinette;60917189;15962471;123;2006;Multi Nation;Sofia Coppola;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
665;Invincible;58480828;57806952;105;2006;ABD;Ericson Core;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
666;Lucky Number Slevin;56308881;22495466;110;2006;Multi Nation;Paul McGuigan;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
667;The Ant Bully;55181129;28142535;88;2006;ABD;John A. Davis;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
668;Stranger Than Fiction;53653224;40660952;113;2006;ABD;Marc Forster;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
669;The Texas Chainsaw Massacre: The Beginning;51764406;39517763;91;2006;ABD;Jonathan Liebesman;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
670;Notes on a Scandal;49814392;17510118;92;2006;Multi Nation;Richard Eyre;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
671;An Inconvenient Truth;49782012;24146161;100;2006;ABD;Davis Guggenheim;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
672;The Black Dahlia;49332692;22545080;121;2006;Multi Nation;Brian De Palma;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
673;The Nativity Story;46432264;37629831;101;2005;ABD;Catherine Hardwicke;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
674;We Are Marshall;43545364;43545364;124;2006;ABD;McG;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
675;Last Holiday;43451846;38399961;112;2006;ABD;Wayne Wang;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
676;Glory Road;42938449;42647449;118;2006;ABD;James Gartner;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
677;Crank;42931041;27838408;88;2006;ABD;"Brian Taylor
                                        ,                                                                                                                     Mark Neveldine";0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
678;Man of the Year;42472472;37327390;115;2006;ABD;Barry Levinson;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
679;A Good Year;42269923;7459300;117;2006;Multi Nation;Ridley Scott;1;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
680;Gridiron Gang;41480851;38432823;125;2006;ABD;Phil Joanou;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
681;Scoop;39220946;10525717;96;2006;Multi Nation;Woody Allen;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
682;The Wicker Man;38805380;23649127;102;2006;Multi Nation;Neil LaBute;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
683;Basic Instinct 2;38629478;5971336;114;2006;Multi Nation;Michael Caton-Jones;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
684;Accepted;38623262;36323505;93;2006;ABD;Steve Pink;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
685;Employee of the Month;38528984;28444855;103;2006;ABD;Greg Coolidge;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
686;Just My Luck;38159905;17326650;103;2006;ABD;Donald Petrie;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
687;The Covenant;37598767;23380495;97;2006;ABD;Renny Harlin;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
688;The Covenant;21632392;16938039;97;2006;ABD;Renny Harlin;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
689;Miss Potter;35078241;3005605;92;2006;Multi Nation;Chris Noonan;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
690;Dhoom 2;32396427;2643586;151;2006;Hindistan;Sanjay Gadhvi;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
691;Ultraviolet;31070211;18535812;87;2006;ABD;Kurt Wimmer;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
692;Pulse;29907685;20264436;90;2006;ABD;Jim Sonzero;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
693;Death Note;29630359;;126;2006;Japonya;Sh?suke Kaneko;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
694;An American Haunting;29612137;16298046;83;2005;Multi Nation;Courtney Solomon;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
695;Stay Alive;27298695;23086480;85;2006;ABD;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
696;The Painted Veil;26910847;8060487;125;2006;Multi Nation;John Curran;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
697;Kabhi Alvida Naa Kehna;25229168;3275444;193;2006;Hindistan;Karan Johar;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
698;Stormbreaker;23937870;677646;93;2006;Multi Nation;Geoffrey Sax;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
699;Aquamarine;22989957;18597342;104;2006;Multi Nation;Elizabeth Allen;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
700;Asterix and the Vikings;22501596;;78;2006;Multi Nation;"Stefan Fjeldmark
                                        ,                                                                                                                     Jesper Moller";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
701;Fanaa;22175908;2105352;168;2006;Hindistan;Kunal Kohli;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
702;The Marine;22165608;18844784;92;2006;ABD;John Bonito;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
703;Black Christmas;21510851;16273581;95;2006;Multi Nation;Glen Morgan;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
704;Waist Deep;21353303;21344312;97;2006;ABD;Vondie Curtis-Hall;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
705;Bobby;20704591;11242801;120;2006;ABD;Emilio Estevez;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
706;Don;19640129;2223961;178;2006;Hindistan;Farhan Akhtar;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
707;Don;8287406;;178;2006;Hindistan;Farhan Akhtar;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
708;See No Evil;18564467;15032800;84;2006;ABD;Gregory Dark;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
709;Bandidas;18381890;;93;2006;Multi Nation;"Joachim Roenning
                                        ,                                                                                                                     Espen Sandberg";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
710;Flyboys;17834865;13090630;138;2006;Multi Nation;Tony Bill;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
711;Annapolis;17496992;17127992;108;2006;ABD;Justin Lin;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
712;Material Girls;16907725;11449638;97;2006;ABD;Martha Coolidge;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
713;Pirates of the Caribbean: At World's End;960996492;309420425;169;2007;ABD;Gore Verbinski;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
714;Harry Potter and the Order of the Phoenix;941676843;292004738;138;2007;Multi Nation;David Yates;0;3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
715;Spider-Man 3;894983373;336530303;195;2007;ABD;Sam Raimi;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
716;Shrek the Third;813367380;322719944;93;2007;ABD;"Raman Hui
                                        ,                                                                                                                     Chris Miller";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
717;Transformers;709709780;319246193;143;2007;ABD;Michael Bay;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
718;Ratatouille;623726085;206445654;111;2007;ABD;"Brad Bird
                                        ,                                                                                                                     Jan Pinkava";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
719;I Am Legend;585410052;256393010;100;2007;ABD;Francis Lawrence;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
720;The Simpsons Movie;536414270;183135014;87;2007;ABD;David Silverman;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
721;National Treasure: Book of Secrets;459242249;219964115;124;2007;ABD;Jon Turteltaub;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
722;300;456068181;210614939;117;2006;Multi Nation;Zack Snyder;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
723;Live Free or Die Hard;388156011;134529403;128;2007;Multi Nation;Len Wiseman;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
724;The Golden Compass;372234864;70107728;113;2007;Multi Nation;Chris Weitz;0;3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
725;Alvin and the Chipmunks;365352546;217326974;91;2007;ABD;Tim Hill;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
726;Enchanted;340487652;127807262;107;2007;ABD;Kevin Lima;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
727;Ocean's Thirteen;311312624;117154724;122;2007;ABD;Steven Soderbergh;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
728;Bee Movie;293514336;126631277;91;2007;ABD;"Steve Hickner
                                        ,                                                                                                                     Simon J. Smith";0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
729;American Gangster;269755430;130164645;157;2007;Multi Nation;Ridley Scott;1;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
730;Rush Hour 3;258097122;140125968;91;2007;ABD;Brett Ratner;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
731;Wild Hogs;253625427;168273550;100;2007;ABD;Walt Becker;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
732;Juno;232372681;143495265;96;2007;ABD;Jason Reitman;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
733;Mr. Bean's Holiday;232225908;33302167;90;2007;?ngiltere;Steve Bendelack;0;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
734;Ghost Rider;228738393;115802596;114;2007;ABD;Mark Steven Johnson;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
735;Knocked Up;219922417;148768917;129;2007;ABD;Judd Apatow;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
736;Hairspray;203552922;118871849;117;2007;Multi Nation;Adam Shankman;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
737;Beowulf;196393745;82280579;115;2007;ABD;Robert Zemeckis;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
738;Knowing;183658498;79957634;121;2009;Multi Nation;Alex Proyas;0;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
739;The Bucket List;175372502;93466502;97;2007;ABD;Rob Reiner;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
740;Evan Almighty;174440724;100462298;96;2007;ABD;Tom Shadyac;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
741;Superbad;170812526;121463226;113;2007;ABD;Greg Mottola;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
742;Meet the Robinsons;169333034;97822171;95;2007;ABD;Stephen J. Anderson;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
743;Norbit;159814490;95673607;102;2007;ABD;Brian Robbins;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
744;P.S. I Love You;156835339;53695808;126;2007;ABD;Richard LaGravenese;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
745;Sweeney Todd: The Demon Barber of Fleet Street;153383627;52898073;116;2007;Multi Nation;Tim Burton;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
746;Surf's Up;152005713;58867694;85;2007;ABD;"Ash Brannon
                                        ,                                                                                                                     Chris Buck";0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
747;The Game Plan;147880543;90648202;110;2007;ABD;Andy Fickman;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
748;Resident Evil: Extinction;147717833;50648679;94;2007;Multi Nation;Russell Mulcahy;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
749;Music and Lyrics;145896422;50572589;105;2007;ABD;Marc Lawrence (i);0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
750;Blades of Glory;145710347;118594548;93;2007;ABD;"Josh Gordon
                                        ,                                                                                                                     Will Speck";0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
751;Bridge to Terabithia;137587063;82272442;96;2007;ABD;Gabor Csupo;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
752;Stardust;137515140;38634938;127;2007;Multi Nation;Matthew Vaughn;0;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
753;1408;132963417;71985628;104;2007;ABD;Mikael Håfström;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
754;Atonement;131016624;50927067;123;2007;Multi Nation;Joe Wright;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
755;Aliens vs. Predator: Requiem;130290885;41797066;94;2007;ABD;"Colin Strause
                                        ,                                                                                                                     Greg Strause";0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
756;The Heartbreak Kid;128453183;36787257;116;2007;ABD;"Bobby Farrelly
                                        ,                                                                                                                     Peter Farrelly";0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
757;Charlie Wilson's War;119483446;66661095;102;2007;ABD;Mike Nichols;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
758;Disturbia;118114220;80209692;105;2007;ABD;D.J. Caruso;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
759;Hitman;101276318;39687694;100;2007;Multi Nation;Xavier Gens;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
760;TMNT;95797812;54149098;87;2007;Multi Nation;Kevin Munroe;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
761;Shooter;95696996;47003582;124;2007;ABD;Antoine Fuqua;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
762;Michael Clayton;92991835;49033882;120;2007;ABD;Tony Gilroy;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
763;No Reservations;92601050;43107979;104;2007;Multi Nation;Scott Hicks;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
764;Fracture;92011561;39015018;113;2007;Multi Nation;Gregory Hoblit;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
765;Epic Movie;87238158;39739367;85;2007;ABD;"David Zucker
                                        ,                                                                                                                     Jason Friedberg
                                        ,                                                                                                                     Aaron Seltzer";0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
766;The Kingdom;87019158;47536778;110;2007;Multi Nation;Peter Berg;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
767;Zodiac;84785914;33080084;157;2007;ABD;David Fincher;1;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
768;Premonition;84146832;47852604;96;2007;ABD;Mennan Yapo;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
769;Hannibal Rising;82169884;27670986;121;2007;Multi Nation;Peter Webber;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
770;Hot Fuzz;80743363;23637265;121;2007;Multi Nation;Edgar Wright;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
771;The Number 23;77677553;35193167;98;2007;Multi Nation;Joel Schumacher;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
772;Next;77621983;18211013;96;2007;ABD;Lee Tamahori;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
773;There Will Be Blood;76181545;40222514;158;2007;ABD;Paul Thomas Anderson;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
774;Elizabeth: The Golden Age;75782758;16383509;114;2007;Multi Nation;Shekhar Kapur;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
775;Dragon Wars: D-War;75108817;10977721;90;2007;Güney Kore;Shim Hyung-rae;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
776;The Kite Runner;75011029;15800078;128;2007;Multi Nation;Marc Forster;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
777;Perfect Stranger;73534117;23984949;109;2007;ABD;James Foley;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
778;License to Wed;70181325;43799818;91;2007;Multi Nation;Ken Kwapis;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
779;The Brave One;69787394;36793804;122;2007;ABD;Neil Jordan;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
780;Because I Said So;69485490;42674040;102;2007;ABD;Michael Lehmann;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
781;Mr. Magorium's Wonder Emporium;69474661;32061555;93;2007;Multi Nation;Zach Helm;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
782;August Rush;66122026;31664162;114;2007;ABD;Kirsten Sheridan;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
783;Underdog;65270477;43760605;81;2007;ABD;Frederik Du Chau;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
784;28 Weeks Later;65048678;28638916;100;2007;Multi Nation;Juan Carlos Fresnadillo;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
785;The Reaping;62771059;25126214;99;2007;ABD;Stephen Hopkins;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
786;Good Luck Chuck;59768495;35017297;101;2007;Multi Nation;Mark Helfrich;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
787;The Mist;57470220;25594957;126;2007;ABD;Frank Darabont;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
788;Smokin' Aces;57232879;35787686;109;2006;Multi Nation;Joe Carnahan;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
789;Into the Wild;56674477;18354356;148;2007;ABD;Sean Penn;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
790;Eastern Promises;56106607;17266000;101;2007;Multi Nation;David Cronenberg;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
791;The Messengers;55010659;35374833;90;2007;ABD;"Oxide Pang Chun
                                        ,                                                                                                                     Danny Pang";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
792;Mr. Brooks;48443734;28549298;120;2007;ABD;Bruce A. Evans;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
793;The Nanny Diaries;47817020;25930652;106;2007;ABD;"Shari Springer Berman
                                        ,                                                                                                                     Robert Pulcini";0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
794;Death at a Funeral;46789413;8580428;90;2007;Multi Nation;Frank Oz;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
795;Death at a Funeral;46789413;8580428;92;2010;ABD;Neil LaBute;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
796;Death at a Funeral;49050886;42739347;90;2007;Multi Nation;Frank Oz;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
797;Death at a Funeral;49050886;42739347;92;2010;ABD;Neil LaBute;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
798;Freedom Writers;43095175;36605602;123;2007;Multi Nation;Richard LaGravenese;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
799;Breach;40953935;33231264;110;2007;Multi Nation;Billy Ray;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
800;War;40481352;22486409;103;2007;Multi Nation;Philip G. Atwell;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
801;War;67179155;4654000;103;2007;Multi Nation;Philip G. Atwell;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
802;The Invasion;40170558;15074191;99;2007;Multi Nation;"Oliver Hirschbiegel
                                        ,                                                                                                                     James McTeigue";0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
803;Om Shanti Om;39990809;3597372;162;2007;Hindistan;Farah Khan;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
804;The Hills Have Eyes 2;37697773;20804166;89;2007;ABD;Martin Weisz;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
805;Becoming Jane;37311672;18670946;118;2007;?ngiltere;Julian Jarrold;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
806;Sicko;36093504;24540079;123;2007;ABD;Michael Moore;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
807;Hostel: Part II;35728183;17609452;93;2007;ABD;Eli Roth;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
808;Vacancy;35442935;19363565;85;2007;ABD;Nimród Antal;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
809;The Darjeeling Limited;35078918;11902715;92;2007;ABD;Wes Anderson;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
810;Gone Baby Gone;34612443;20292962;113;2007;ABD;Ben Affleck;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
811;Mr. Woodcock;33683200;25799486;87;2007;ABD;Craig Gillespie;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
812;Awake;32730062;14377198;84;2007;ABD;Joby Harold;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
