;Unnamed: 0;Name;Duration;Year;Country;Worldwide;Scenarist;Date;Month;Season;Director;Top_Director;Director_Category;DirectorRevenueRange;MovieType_Aile;MovieType_Aksiyon;MovieType_Animasyon;MovieType_Belgesel;MovieType_Bilim Kurgu;MovieType_Dram;MovieType_Fantastik;MovieType_Gerilim;MovieType_Gizem;MovieType_Komedi;MovieType_Korku;MovieType_Macera;MovieType_Western
2336;2934;Johnny English Reborn;101;2011;?ngiltere;160078586;"Neal Purvis
                                        ";28 Ekim 2011;Ekim;autumn;Oliver Parker;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2340;2939;Ant-Man and The Wasp;119;2018;ABD;622674139;"Chris McKenna (i)
                                        ";6 Temmuz 2018;Temmuz;summer;Peyton Reed;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2341;2940;Dracula Untold;92;2014;ABD;217124280;"Matt Sazama
                                        ";3 Ekim 2014;Ekim;autumn;Gary Shore;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2345;2945;Head Over Heels;86;2001;ABD;13127022;"Ed Decter
                                        ";13 Kas?m 2002;Kas?m;autumn;Mark Waters;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2346;2946;Sorority Boys;93;2002;ABD;12517488;"Greg Coolidge
                                        ";2 Temmuz 2002;Temmuz;summer;Wallace Wolodarsky;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2347;2948;Seabiscuit;141;2003;ABD;148336445;Gary Ross;13 ?ubat 2004;?ubat;winter;Gary Ross;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2348;2949;Flags of Our Fathers;135;2006;ABD;65900249;"Paul Haggis
                                        ";8 Aral?k 2006;Aral?k;winter;Clint Eastwood;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2349;2950;The Queen;103;2006;Multi Nation;123384128;Peter Morgan;23 ?ubat 2007;?ubat;winter;Stephen Frears;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2350;2951;Teenage Mutant Ninja Turtles: Out of the Shadows;112;2016;ABD;245623848;"Josh Appelbaum
                                        ";23 Haziran 2016;Haziran;summer;Dave Green;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2353;2957;The Kid;104;2000;ABD;110317580;Charlie Chaplin;6 ?ubat 1921;?ubat;winter;Jon Turteltaub;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2354;2962;The Purge: Election Year;105;2016;Multi Nation;118587880;James DeMonaco;1 Temmuz 2016;Temmuz;summer;James DeMonaco;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2363;2974;Red Sparrow;140;2018;Multi Nation;151572634;Justin Haythe;2 Mart 2018;Mart;spring;Francis Lawrence;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2364;2975;American Sniper;133;2014;ABD;547626372;Jason Hall;20 ?ubat 2015;?ubat;winter;Clint Eastwood;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2365;2976;Neighbors;97;2014;ABD;270665134;"Andrew J. Cohen
                                        ";9 May?s 2014;May?s;spring;Nicholas Stoller;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2372;2983;Dinosaur;82;2000;ABD;349822765;"Robert Nelson Jacobs
                                        ";19 Ocak 2001;Ocak;winter;Ralph Zondag;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2374;2986;Runaway Jury;127;2003;ABD;80154140;"Brian Koppelman
                                        ";27 ?ubat 2004;?ubat;winter;Gary Fleder;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2375;2987;Collateral Beauty;97;2016;ABD;88616021;Allan Loeb;23 Aral?k 2016;Aral?k;winter;David Frankel;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2378;2990;The Ides of March;95;2011;ABD;76338111;"George Clooney
                                        ";25 Kas?m 2011;Kas?m;autumn;George Clooney;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2384;2999;mother!;121;2017;ABD;44516999;Darren Aronofsky;29 Eylül 2017;Eylül;autumn;Darren Aronofsky;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2385;3000;The Longest Ride;128;2015;ABD;62944815;"Craig Bolotin
                                        ";29 May?s 2015;May?s;spring;George Tillman Jr.;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2391;3006;Fever Pitch;104;2005;Multi Nation;50605163;"Lowell Ganz
                                        ";12 A?ustos 2005;A?ustos;summer;Bobby Farrelly;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2393;3009;The Hitchhiker's Guide To The Galaxy;109;2005;Multi Nation;104478416;"Karey Kirkpatrick
                                        ";19 A?ustos 2005;A?ustos;summer;Garth Jennings;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2394;3011;Jurassic World: Fallen Kingdom;128;2018;ABD;1308467944;"Derek Connolly
                                        ";8 Haziran 2018;Haziran;summer;Juan Antonio Bayona;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2399;3016;The American;104;2010;Multi Nation;67876281;"Rowan Joffe
                                        ";10 Eylül 2010;Eylül;autumn;Anton Corbijn;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2401;3019;Starsky & Hutch;101;2004;ABD;170268750;"Todd Phillips
                                        ";17 Eylül 2004;Eylül;autumn;Todd Phillips;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2402;3020;Basic;98;2003;Multi Nation;42792561;James Vanderbilt;14 Kas?m 2003;Kas?m;autumn;John McTiernan;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2403;3021;Rampage;108;2018;ABD;796368;"Ryan Engle
                                        ";13 Nisan 2018;Nisan;spring;Brad Peyton;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2404;3022;The Girl on the Train;112;2016;Multi Nation;173185859;Erin Cressida Wilson;7 Ekim 2016;Ekim;autumn;Tate Taylor;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2412;3033;Trespass;91;2011;ABD;13249535;Karl Gajdusek;4 Ocak 2013;Ocak;winter;Joel Schumacher;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2419;3043;Runner Runner;91;2013;ABD;62675095;"Brain Koppelman
                                        ";27 Eylül 2013;Eylül;autumn;Brad Furman;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2424;3048;The Manchurian Candidate;129;2004;ABD;96105910;"Daniel Pyne
                                        ";17 Aral?k 2004;Aral?k;winter;Jonathan Demme;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2426;3053;Lights Out;81;2016;ABD;149368835;David F. Sandberg;22 Temmuz 2016;Temmuz;summer;David F. Sandberg;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2428;3055;Jack Reacher: Never Go Back;118;2016;Multi Nation;162146076;"Marshall Herskovitz
                                        ";21 Ekim 2016;Ekim;autumn;Edward Zwick;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2430;3060;Rabbit-Proof Fence;94;2002;Avustralya;16217411;"Doris Pilkington
                                        ";27 Haziran 2003;Haziran;summer;Phillip Noyce;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2433;3063;Last Chance Harvey;99;2008;ABD;32566966;Joel Hopkins;17 Temmuz 2009;Temmuz;summer;Joel Hopkins;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2438;3071;Jarhead;123;2005;Multi Nation;97076152;William Broyles Jr.;10 ?ubat 2006;?ubat;winter;Sam Mendes;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2450;3085;Magic Mike;110;2012;ABD;167221571;Reid Carolin;5 Ekim 2012;Ekim;autumn;Steven Soderbergh;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2451;3086;Turbo;112;2013;ABD;282570682;"Darren Lemke
                                        ";13 Eylül 2013;Eylül;autumn;David Soren;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2452;3087;The Darkest Hour;89;2011;Multi Nation;64626786;"Leslie Bohem
                                        ";6 Ocak 2012;Ocak;winter;Chris Gorak;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2456;3092;The Shape of Water;123;2017;ABD;195243464;Guillermo del Toro;16 ?ubat 2018;?ubat;winter;Guillermo del Toro;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2457;3093;Diary of a Wimpy Kid: Dog Days;94;2012;ABD;77229695;"Jeff Judah
                                        ";31 A?ustos 2012;A?ustos;summer;David Bowers;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2460;3097;Moonrise Kingdom;94;2012;ABD;68263166;"Wes Anderson
                                        ";25 May?s 2012;May?s;spring;Wes Anderson;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2462;3099;The Greatest Showman;105;2017;ABD;434993183;"Bill Condon
                                        ";29 Aral?k 2017;Aral?k;winter;Michael Gracey;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2466;3103;Wolf Creek;104;2005;Multi Nation;30762648;Greg McLean;7 Nisan 2006;Nisan;spring;Greg McLean;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2467;3104;Ballistic: Ecks Vs. Sever;91;2002;Multi Nation;19924033;Alan B. McElroy;15 Kas?m 2002;Kas?m;autumn;Wych Kaosayananda;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2469;3106;Glass;129;2019;ABD;246999039;M. Night Shyamalan;18 Ocak 2019;Ocak;winter;M. Night Shyamalan;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2471;3108;The Place Beyond The Pines;140;2012;ABD;47052899;"Derek Cianfrance
                                        ";7 Haziran 2013;Haziran;summer;Derek Cianfrance;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2473;3110;Tomb Raider;118;2018;Multi Nation;274950803;"Geneva Robertson-Dworet
                                        ";16 Mart 2018;Mart;spring;Roar Uthaug;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2475;3112;A Single Man;99;2009;ABD;24964890;"Tom Ford
                                        ";16 Nisan 2010;Nisan;spring;Tom Ford;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2476;3115;The Forgotten;91;2004;ABD;117592831;Gerald Di Pego;5 Kas?m 2004;Kas?m;autumn;Joseph Ruben;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2477;3116;Syriana;128;2005;ABD;93974620;Stephen Gaghan;17 Mart 2006;Mart;spring;Stephen Gaghan;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2479;3119;Valerian and the City of a Thousand Planets;136;2017;Multi Nation;225874228;Luc Besson;27 Temmuz 2017;Temmuz;summer;Luc Besson;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2481;3121;Black Knight;95;2001;ABD;39976235;"Peter Gaulke
                                        ";22 ?ubat 2002;?ubat;winter;Gil Junger;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2483;3123;Flight Of The Phoenix;113;2004;ABD;35021497;"Edward Burns
                                        ";4 Mart 2005;Mart;spring;John Moore;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2484;3124;High Fidelity;113;2000;Multi Nation;47126295;"John Cusack
                                        ";25 A?ustos 2000;A?ustos;summer;Stephen Frears;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2485;3129;Knives Out;131;2019;ABD;312897920;Rian Johnson;10 Ocak 2020;Ocak;winter;Rian Johnson;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2486;3130;The Big Short;130;2015;ABD;133440870;Adam McKay;8 Ocak 2016;Ocak;winter;Adam McKay;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2487;3131;Hotel Transylvania 2;89;2015;ABD;474800000;"Adam Sandler
                                        ";23 Ekim 2015;Ekim;autumn;Genndy Tartakovsky;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2488;3132;Moana;107;2016;ABD;643331111;"Ron Clements
                                        ";20 Ocak 2017;Ocak;winter;John Musker;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2496;3140;Dr. Dolittle 2;87;2001;ABD;176104344;"Larry Levin
                                        ";31 A?ustos 2001;A?ustos;summer;Steve Carr;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2497;3141;The Emperor's New Groove;75;2000;ABD;169327687;"Mark Dindal
                                        ";11 May?s 2001;May?s;spring;Mark Dindal;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2498;3142;Atlantis: The Lost Empire;95;2001;ABD;186053725;"Tab Murphy
                                        ";8 ?ubat 2002;?ubat;winter;Gary Trousdale;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2501;3149;Fast & Furious Presents: Hobbs & Shaw;137;2019;ABD;760732926;"Chris Morgan
                                        ";2 A?ustos 2019;A?ustos;summer;David Leitch;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2502;3150;Atomic Blonde;115;2017;Multi Nation;100014025;Kurt Johnstad;27 Temmuz 2017;Temmuz;summer;David Leitch;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2503;3151;The Legend of Tarzan;109;2016;Multi Nation;357243061;"Stuart Beattie
                                        ";8 Temmuz 2016;Temmuz;summer;David Yates;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0
2507;3156;Out Of Time;105;2003;ABD;55495563;David Collard;30 Ocak 2004;Ocak;winter;Carl Franklin;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2508;3158;Annabelle: Creation;109;2017;ABD;306592201;Gary Dauberman;18 A?ustos 2017;A?ustos;summer;David F. Sandberg;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2513;3163;The Hole;92;2009;ABD;7644361;"Mark L. Smith
                                        ";25 Kas?m 2011;Kas?m;autumn;Joe Dante;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2516;3167;Torque;84;2004;Multi Nation;46546197;Matt Johnson;16 Ocak 2004;Ocak;winter;Joseph Kahn;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2517;3172;Charlotte's Web;97;2006;Multi Nation;148963822;"Karey Kirkpatrick
                                        ";20 Nisan 2007;Nisan;spring;Gary Winick;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2519;3174;Once Upon a Time in Hollywood;162;2019;Multi Nation;377426903;Quentin Tarantino;23 A?ustos 2019;A?ustos;summer;Quentin Tarantino;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2520;3175;Jack Ryan: Shadow Recruit;105;2014;Multi Nation;135503748;"Adam Cozad
                                        ";24 Ocak 2014;Ocak;winter;Kenneth Branagh;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2527;3183;The Wedding Planner;103;2001;Multi Nation;94728529;"Pamela Falk
                                        ";6 Nisan 2001;Nisan;spring;Adam Shankman;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2528;3184;Blue Crush;104;2002;Multi Nation;51843679;"Susan Orlean
                                        ";16 A?ustos 2002;A?ustos;summer;John Stockwell;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2534;3192;The Last Legion;102;2007;Multi Nation;25303038;"Jez Butterworth
                                        ";6 Nisan 2007;Nisan;spring;Doug Lefler;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2536;3194;The Royal Tenenbaums;110;2001;ABD;71441250;"Owen Wilson
                                        ";22 Mart 2002;Mart;spring;Wes Anderson;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2542;3200;Bait;93;2012;Avustralya;15471969;"Russell Mulcahy
                                        ";30 A?ustos 2013;A?ustos;summer;Russell Mulcahy;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2547;3206;Last Vegas;105;2013;ABD;134402450;"Dan Fogelman
                                        ";1 Kas?m 2013;Kas?m;autumn;Jon Turteltaub;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2550;3211;The Darjeeling Limited;92;2007;ABD;35078918;"Jason Schwartzman
                                        ";15 ?ubat 2008;?ubat;winter;Wes Anderson;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2551;3212;The Wild;81;2006;Multi Nation;102338515;"Ed Decter
                                        ";14 Nisan 2006;Nisan;spring;Steve Williams;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2552;3213;Carrie;132;2002;Multi Nation;84790678;"Stephen King
                                        ";8 Kas?m 2013;Kas?m;autumn;David Carson;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2553;3214;Manchester by the Sea;138;2016;ABD;78988148;Kenneth Lonergan;3 ?ubat 2017;?ubat;winter;Kenneth Lonergan;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2554;3215;Winnie The Pooh;63;2011;ABD;49871429;"Stephen J. Anderson
                                        ";15 Nisan 2011;Nisan;spring;Stephen J. Anderson;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2556;3217;The Raven;111;2012;Multi Nation;29699345;"Ben Livingston
                                        ";27 Nisan 2012;Nisan;spring;James McTeigue;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2559;3221;House of Sand and Fog;126;2003;ABD;16763804;"Vadim Perelman
                                        ";22 Ekim 2004;Ekim;autumn;Vadim Perelman;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2560;3223;Caché;117;2005;Multi Nation;16197824;Michael Haneke;3 Mart 2006;Mart;spring;Michael Haneke;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2561;3224;Driven;116;2001;Multi Nation;54744738;"Sylvester Stallone
                                        ";24 A?ustos 2001;A?ustos;summer;Renny Harlin;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2562;3226;We Are Marshall;124;2006;ABD;43545364;"Jamie Linden
                                        ";22 Aral?k 2006;Aral?k;winter;McG;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2563;3227;The Foreigner;114;2017;Multi Nation;145374099;"Stephen Leather
                                        ";8 Aral?k 2017;Aral?k;winter;Martin Campbell;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2565;3229;Tomorrowland;130;2015;ABD;209035668;"Jeff Jensen
                                        ";22 May?s 2015;May?s;spring;Brad Bird;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2566;3230;Oculus;104;2013;ABD;44446287;"Mike Flanagan
                                        ";4 Temmuz 2014;Temmuz;summer;Mike Flanagan;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2567;3231;ParaNorman;90;2012;ABD;107139399;Chris Butler (i);19 Ekim 2012;Ekim;autumn;Sam Fell;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2568;3232;The Stepford Wives;93;2004;ABD;103370127;Paul Rudnick;30 Temmuz 2004;Temmuz;summer;Frank Oz;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2569;3233;Sky Captain And The World Of Tomorrow;107;2004;Multi Nation;57947036;Kerry Conran;24 Eylül 2004;Eylül;autumn;Kerry Conran;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2577;3244;Valentine;96;2001;ABD;36684136;"Donna Powers
                                        ";27 Temmuz 2001;Temmuz;summer;Jamie Blanks;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2580;3247;Despicable Me 3;90;2017;ABD;1034799409;"Ken Daurio
                                        ";25 A?ustos 2017;A?ustos;summer;Pierre Coffin;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2583;3250;One For The Money;91;2012;ABD;38080789;"Karen McCullah Lutz
                                        ";11 May?s 2012;May?s;spring;Julie Anne Robinson;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2586;3253;Vanity Fair;141;2004;Multi Nation;19463185;"Matthew Faulk
                                        ";8 Aral?k 2006;Aral?k;winter;Mira Nair;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2596;3263;The Cave;97;2005;Multi Nation;33296457;"Tegan West
                                        ";7 Ekim 2005;Ekim;autumn;Bruce Hunt;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2598;3267;The Handmaiden;145;2016;Güney Kore;37692886;"Park Chan-wook
                                        ";11 A?ustos 2017;A?ustos;summer;Park Chan-wook;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2600;3269;Let's Be Cops;104;2014;ABD;138224951;"Luke Greenfield
                                        ";22 A?ustos 2014;A?ustos;summer;Luke Greenfield;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2601;3270;Deliver Us from Evil;118;2014;ABD;87937815;"Paul Harris Boardman
                                        ";29 A?ustos 2014;A?ustos;summer;Scott Derrickson;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2604;3274;The Man Who Wasn't There;116;2001;Multi Nation;18916623;"Joel Coen
                                        ";13 Kas?m 2002;Kas?m;autumn;Joel Coen;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2608;3283;Chernobyl Diaries;88;2012;ABD;38390020;"Shane Van Dyke
                                        ";29 Haziran 2012;Haziran;summer;Bradley Parker;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2613;3289;The Little Vampire;95;2000;Multi Nation;27965865;"Karey Kirkpatrick
                                        ";27 Ekim 2000;Ekim;autumn;Uli Edel;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2614;3290;Before Night Falls;134;2000;Multi Nation;8527517;"Julian Schnabel
                                        ";24 Haziran 2005;Haziran;summer;Julian Schnabel;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2616;3293;Loving Vincent;94;2017;Multi Nation;42187665;"Hugh Welchman
                                        ";29 Aral?k 2017;Aral?k;winter;Hugh Welchman;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2620;3298;The Sweetest Thing;84;2002;ABD;68696770;Nancy Pimental;19 Temmuz 2002;Temmuz;summer;Roger Kumble;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2621;3302;Don't Say A Word;113;2001;ABD;100020092;"Patrick Smith Kelly
                                        ";30 Kas?m 2001;Kas?m;autumn;Gary Fleder;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2622;3307;American Made;115;2017;Multi Nation;134866593;Gary Spinelli;8 Eylül 2017;Eylül;autumn;Doug Liman;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2630;3317;10 Cloverfield Lane;104;2016;ABD;110216998;"Josh Campbell
                                        ";1 Nisan 2016;Nisan;spring;Dan Trachtenberg;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2644;3340;Epic;102;2013;ABD;268426634;"Tom J. Astle
                                        ";31 May?s 2013;May?s;spring;Chris Wedge;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2651;3347;Save The Last Dance;113;2001;ABD;131706809;Duane Adler;4 May?s 2001;May?s;spring;Thomas Carter;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2652;3351;Cinderella;105;2015;Multi Nation;542351353;Chris Weitz;13 Mart 2015;Mart;spring;Kenneth Branagh;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2657;3357;Dirty Dancing: Havana Nights;86;2004;ABD;27685016;"Kate Gunzinger
                                        ";1 Ekim 2004;Ekim;autumn;Guy Ferland;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2661;3363;Mirror Mirror;106;2012;ABD;183018522;"Marc Klein
                                        ";30 Mart 2012;Mart;spring;Tarsem Singh;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2673;3381;28 Days;103;2000;ABD;62198945;Susannah Grant;11 Temmuz 2000;Temmuz;summer;Betty Thomas;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2675;3387;Broken City;109;2013;ABD;34737199;Brian Tucker;18 Ocak 2013;Ocak;winter;Allen Hughes;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2678;3392;Flawless;108;2007;Multi Nation;4488529;Edward Anderson;28 Mart 2008;Mart;spring;Michael Radford;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2687;3406;Pixels;105;2015;Multi Nation;244874809;"Timothy Dowling
                                        ";21 A?ustos 2015;A?ustos;summer;Chris Columbus;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2691;3410;Mortal Engines;129;2018;ABD;83672673;"Peter Jackson
                                        ";7 Aral?k 2018;Aral?k;winter;Christian Rivers;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2694;3415;Venom;85;2005;ABD;856085151;"Todd McFarlane
                                        ";5 Ekim 2018;Ekim;autumn;Jim Gillespie;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2696;3418;Searching;102;2018;ABD;75462037;"Aneesh Chaganty
                                        ";28 Eylül 2018;Eylül;autumn;Aneesh Chaganty;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2699;3421;Penguins of Madagascar;91;2014;ABD;373515621;"John Aboud
                                        ";28 Kas?m 2014;Kas?m;autumn;Simon J. Smith;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2703;3425;The Lorax;86;2012;ABD;348840316;"Cinco Paul
                                        ";13 Nisan 2012;Nisan;spring;Chris Renaud;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2706;3429;Bringing Down The House;105;2003;ABD;164729679;Jason Filardi;23 Temmuz 2003;Temmuz;summer;Adam Shankman;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2708;3433;Bad Company;116;2002;ABD;3674841;"Michael Browning
                                        ";30 A?ustos 2002;A?ustos;summer;Joel Schumacher;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2712;3437;Flatliners;111;2017;ABD;61489265;Peter Filardi;10 A?ustos 1990;A?ustos;summer;Niels Arden Oplev;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2715;3440;Frost/Nixon;122;2008;Multi Nation;27426335;Peter Morgan;30 Ocak 2009;Ocak;winter;Ron Howard;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2717;3442;Sweet Home Alabama;108;2002;ABD;180622424;"C. Jay Cox
                                        ";13 Haziran 2003;Haziran;summer;Andy Tennant;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2720;3449;Legend;131;2015;Multi Nation;42972994;Brian Helgeland;2 Ekim 2015;Ekim;autumn;Brian Helgeland;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2723;3452;Cloudy With A Chance Of Meatballs 2;95;2013;ABD;274325949;"Judi Barrett
                                        ";24 Ocak 2014;Ocak;winter;Cody Cameron;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2728;3457;2046;124;2004;Multi Nation;19470239;Kar-Wai Wong;2 Nisan 2005;Nisan;spring;Kar-Wai Wong;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2739;3476;Mr. Woodcock;87;2007;ABD;33683200;"Michael Carnes
                                        ";28 Aral?k 2007;Aral?k;winter;Craig Gillespie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2741;3478;Sicario;122;2015;Multi Nation;84872444;Taylor Sheridan;18 Eylül 2015;Eylül;autumn;Denis Villeneuve;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2742;3480;My Soul To Take;107;2010;ABD;21500813;Wes Craven;8 Ekim 2010;Ekim;autumn;Wes Craven;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2748;3488;The Flintstones in Viva Rock Vegas;90;2000;ABD;59468275;"William Hanna
                                        ";8 Eylül 2000;Eylül;autumn;Brian Levant;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
