;Unnamed: 0;Name;Duration;Year;Country;Worldwide;Scenarist;Date;Month;Season;Director;Top_Director;Director_Category;DirectorRevenueRange;MovieType_Aile;MovieType_Aksiyon;MovieType_Animasyon;MovieType_Belgesel;MovieType_Bilim Kurgu;MovieType_Dram;MovieType_Fantastik;MovieType_Gerilim;MovieType_Gizem;MovieType_Komedi;MovieType_Korku;MovieType_Macera;MovieType_Western
2749;3490;High Crimes;115;2002;ABD;63781810;"Yuri Zeltser
                                        ";28 Haziran 2002;Haziran;summer;Carl Franklin;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2751;3492;The Black Dahlia;121;2006;Multi Nation;49332692;"Josh Friedman
                                        ";9 ?ubat 2007;?ubat;winter;Brian De Palma;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2753;3494;Independence Day: Resurgence;120;2016;ABD;389681935;"Roland Emmerich
                                        ";24 Haziran 2016;Haziran;summer;Roland Emmerich;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2755;3496;Smurfs: The Lost Village;89;2017;ABD;197183546;"Chris Poche
                                        ";7 Nisan 2017;Nisan;spring;Kelly Asbury;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2773;3517;The Best of Me;118;2014;ABD;38609668;"Will Fetters
                                        ";17 Ekim 2014;Ekim;autumn;Michael Hoffman;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2778;3523;Behind Enemy Lines;106;2001;ABD;91753202;"Zak Penn
                                        ";18 Ocak 2002;Ocak;winter;John Moore;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2780;3526;The Hole;102;2001;?ngiltere;7644361;"Mark L. Smith
                                        ";25 Kas?m 2011;Kas?m;autumn;Nick Hamm;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2783;3532;The Nice Guys;116;2016;ABD;71261763;Shane Black;20 May?s 2016;May?s;spring;Shane Black;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2789;3538;Snow Dogs;99;2002;Multi Nation;115035090;"Jim Kouf
                                        ";1 A?ustos 2002;A?ustos;summer;Brian Levant;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2791;3541;Waitress;108;2007;ABD;22240529;Adrienne Shelly;25 May?s 2007;May?s;spring;Adrienne Shelly;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2793;3543;United 93;111;2006;Multi Nation;76700659;Paul Greengrass;1 Eylül 2006;Eylül;autumn;Paul Greengrass;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2795;3545;Frankenstein;109;2015;Multi Nation;22006296;"Max Landis
                                        ";11 Aral?k 2015;Aral?k;winter;Paul McGuigan;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2797;3547;Incredibles 2;118;2018;ABD;1242805359;Brad Bird;22 A?ustos 2018;A?ustos;summer;Brad Bird;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2798;3548;The Commuter;104;2018;Multi Nation;119942387;"Byron Willinger
                                        ";12 Ocak 2018;Ocak;winter;Jaume Collet-Serra;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2802;3556;The Equalizer 2;121;2018;ABD;190400157;"Richard Wenk
                                        ";22 A?ustos 2018;A?ustos;summer;Antoine Fuqua;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2813;3570;The Meg;113;2018;Multi Nation;529243742;"Dean Georgaris
                                        ";10 A?ustos 2018;A?ustos;summer;Jon Turteltaub;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2814;3571;A Cure for Wellness;146;2016;Multi Nation;26620002;Justin Haythe;17 Mart 2017;Mart;spring;Gore Verbinski;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2815;3572;Maleficent: Mistress of Evil;119;2019;ABD;491730089;"Linda Woolverton
                                        ";18 Ekim 2019;Ekim;autumn;Joachim Rønning;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2816;3573;London Has Fallen;99;2016;Multi Nation;205754447;"Katrin Benedikt
                                        ";4 Mart 2016;Mart;spring;Babak Najafi;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2819;3576;Hitchcock;98;2012;ABD;27039669;John J. McLaughlin;29 Mart 2013;Mart;spring;Sacha Gervasi;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2826;3583;A Serious Man;106;2009;Multi Nation;31430334;"Joel Coen
                                        ";6 A?ustos 2010;A?ustos;summer;Joel Coen;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2828;3589;Assault On Precinct 13;109;2005;Multi Nation;35294470;"John Carpenter
                                        ";8 Nisan 2005;Nisan;spring;Jean-François Richet;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2832;3594;Crimson Peak;119;2015;ABD;74679822;"Matthew Robbins
                                        ";16 Ekim 2015;Ekim;autumn;Guillermo del Toro;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2833;3595;Rio 2;102;2014;ABD;498781117;"Don Rhymer
                                        ";11 Nisan 2014;Nisan;spring;Carlos Saldanha;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2834;3596;The Counselor;137;2013;Multi Nation;71009334;Cormac Mccarthy;29 Kas?m 2013;Kas?m;autumn;Ridley Scott;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2838;3602;Dungeons & Dragons;107;2000;ABD;33978694;"E. Gary Gygax
                                        ";29 Aral?k 2000;Aral?k;winter;Courtney Solomon;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2839;3603;Jackass: The Movie;88;2002;ABD;79493831;"Jeff Tremaine
                                        ";22 Ekim 2002;Ekim;autumn;Jeff Tremaine;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2841;3606;Wimbledon;98;2004;Multi Nation;41682237;"Adam Brooks
                                        ";17 Eylül 2004;Eylül;autumn;Richard Loncraine;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2844;3610;Joy;124;2015;ABD;101134059;"Annie Mumolo
                                        ";8 Ocak 2016;Ocak;winter;David O. Russell;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2845;3611;Chef;114;2014;ABD;48428048;Jon Favreau;22 A?ustos 2014;A?ustos;summer;Jon Favreau;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2849;3615;The Men Who Stare At Goats;94;2009;Multi Nation;69095771;"Peter Straughan
                                        ";19 Mart 2010;Mart;spring;Grant Heslov;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2858;3625;Stealth;121;2005;ABD;79268322;W.D. Richter;23 Eylül 2005;Eylül;autumn;Rob Cohen;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2861;3631;Traffic;147;2000;Multi Nation;207515725;"Stephen Gaghan
                                        ";13 Kas?m 2002;Kas?m;autumn;Steven Soderbergh;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2864;3634;Run All Night;114;2015;ABD;71661644;Brad Ingelsby;22 May?s 2015;May?s;spring;Jaume Collet-Serra;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2866;3636;The Iron Lady;105;2011;Multi Nation;115890699;"Michael Hirst
                                        ";13 Ocak 2012;Ocak;winter;Phyllida Lloyd;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2874;3647;Bride & Prejudice;111;2004;Multi Nation;24716440;"Paul Mayeda Berges
                                        ";8 Nisan 2005;Nisan;spring;Gurinder Chadha;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2875;3648;Proof Of Life;135;2000;ABD;62761005;"Tony Gilroy
                                        ";2 Mart 2001;Mart;spring;Taylor Hackford;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2877;3650;Man of the Year;115;2006;ABD;42472472;Barry Levinson;12 Ocak 2007;Ocak;winter;Barry Levinson;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2879;3652;Identity Thief;111;2013;ABD;173965010;Craig Mazin;10 May?s 2013;May?s;spring;Seth Gordon;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2886;3660;Be Kind Rewind;102;2008;Multi Nation;30579406;Michel Gondry;25 Nisan 2008;Nisan;spring;Michel Gondry;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2889;3664;The 6th Day;123;2000;ABD;96085477;"Cormac Wibberley
                                        ";17 Kas?m 2000;Kas?m;autumn;Roger Spottiswoode;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2891;3666;Jason X;91;2001;ABD;16951798;Victor Miller;26 Nisan 2002;Nisan;spring;James Isaac;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2894;3669;Bumblebee;190;2018;ABD;467989645;Christina Hodson;21 Aral?k 2018;Aral?k;winter;Travis Knight;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2896;3671;Finding Dory;97;2016;ABD;1028570889;"Victoria Strouse
                                        ";2 Eylül 2016;Eylül;autumn;Andrew Stanton;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2897;3672;Planes;91;2013;ABD;239258712;Jeffrey M. Howard;23 A?ustos 2013;A?ustos;summer;Klay Hall;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2898;3673;Movie 43;90;2013;ABD;32438988;"Will Carlough
                                        ";1 ?ubat 2013;?ubat;winter;Elizabeth Banks;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2907;3683;Must Love Dogs;98;2005;ABD;58231520;Gary David Goldberg;7 Ekim 2005;Ekim;autumn;Gary David Goldberg;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2908;3684;Layer Cake;105;2004;?ngiltere;11850214;J.J. Connolly;29 Temmuz 2005;Temmuz;summer;Matthew Vaughn;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2915;3693;Cold Creek Manor;118;2003;Multi Nation;29119434;Richard Jefferies;2 Ocak 2004;Ocak;winter;Mike Figgis;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2917;3700;Godsend;102;2004;Multi Nation;30120671;Mark Bomback;16 Eylül 2005;Eylül;autumn;Nick Hamm;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2918;3701;No Man's Land;98;2001;Multi Nation;41807712;Danis Tanovi?;22 Mart 2002;Mart;spring;Danis Tanovi?;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2919;3702;Tenet;150;2020;Multi Nation;365304105;Christopher Nolan;26 A?ustos 2020;A?ustos;summer;Christopher Nolan;1;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2920;3703;Wild;115;2014;ABD;52501541;Nick Hornby;6 ?ubat 2015;?ubat;winter;Jean-Marc Vallee;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2921;3704;Star Trek Beyond;122;2016;ABD;343471816;"Patrick McKay
                                        ";26 A?ustos 2016;A?ustos;summer;Justin Lin;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2922;3705;The Lego Movie;100;2014;Multi Nation;468060692;"Dan Hageman
                                        ";7 ?ubat 2014;?ubat;winter;Phil Lord;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2929;3717;A Touch of Spice;108;2003;Multi Nation;10395779;Tassos Baulmetis;1 Ocak 2005;Ocak;winter;Tassos Baulmetis;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2930;3718;The New Guy;88;2002;ABD;31167388;David Kendall;10 May?s 2002;May?s;spring;Ed Decter;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2932;3720;Spider-Man: Into the Spider-Verse;117;2018;ABD;375582637;"Phil Lord
                                        ";14 Aral?k 2018;Aral?k;winter;Bob  Persichetti;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2934;3722;Paper Towns;109;2015;ABD;85512300;Scott Neustadter;24 Temmuz 2015;Temmuz;summer;Jake Schreier;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2935;3723;Apollo 18;86;2011;Multi Nation;26236153;Cory Goodman;23 Mart 2012;Mart;spring;Gonzalo López-Gallego;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2936;3724;Baywatch;116;2017;ABD;177856751;"Robert Ben Garant
                                        ";2 Haziran 2017;Haziran;summer;Seth Gordon;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2943;3731;The Magdalene Sisters;119;2002;Multi Nation;16373112;Peter Mullan;1 A?ustos 2003;A?ustos;summer;Peter Mullan;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2944;3732;Pacific Rim: Uprising;111;2018;ABD;290930148;"Guillermo del Toro
                                        ";23 Mart 2018;Mart;spring;Steven S. DeKnight;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2948;3736;End of Watch;109;2012;ABD;55078146;David Ayer;21 Eylül 2012;Eylül;autumn;David Ayer;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2952;3749;An Unfinished Life;108;2005;Multi Nation;18618284;"Mark Spragg
                                        ";7 Temmuz 2006;Temmuz;summer;Lasse Hallström;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2954;3752;Firewall;105;2006;Multi Nation;82751189;Joe Forte;9 Haziran 2006;Haziran;summer;Richard Loncraine;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2956;3756;Skyscraper;102;2018;ABD;304868961;Rawson Marshall Thurber;13 Temmuz 2018;Temmuz;summer;Rawson Marshall Thurber;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2958;3758;Fifty Shades Freed;105;2018;ABD;371985018;Niall Leonard;9 ?ubat 2018;?ubat;winter;James Foley;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2961;3761;Ride Along;160;2014;ABD;154468902;"Greg Coolidge
                                        ";18 Nisan 2014;Nisan;spring;Tim Story;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2965;3765;College Road Trip;83;2008;ABD;51549674;"Cinco Paul
                                        ";7 Mart 2008;Mart;spring;Roger Kumble;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2966;3766;About Schmidt;125;2002;ABD;105834556;"Alexander Payne
                                        ";4 Nisan 2003;Nisan;spring;Alexander Payne;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2968;3771;Zoolander;90;2001;Multi Nation;60780981;"Ben Stiller
                                        ";28 Aral?k 2001;Aral?k;winter;Ben Stiller;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2969;3773;Into the Storm;89;2014;ABD;161502194;"John Swetnam
                                        ";22 A?ustos 2014;A?ustos;summer;Steven Quale;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2970;3774;Into the Woods;125;2014;ABD;212902372;James Lapine;20 ?ubat 2015;?ubat;winter;Rob Marshall;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2971;3775;Sex Tape;94;2014;ABD;126069509;"Jason Segel
                                        ";5 Eylül 2014;Eylül;autumn;Jake Kasdan;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0
2973;3777;Toy Story 4;100;2019;ABD;1073394593;"John Lasseter
                                        ";20 Haziran 2019;Haziran;summer;Josh Cooley;0;3;2;0;0;1;0;0;0;0;0;0;0;0;0;0
2984;3790;Ghost Town;102;2008;ABD;27090159;"David Koepp
                                        ";31 Ekim 2008;Ekim;autumn;David Koepp;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2987;3798;Sicko;123;2007;ABD;36093504;Michael Moore;7 Mart 2008;Mart;spring;Michael Moore;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2991;3802;I Don't Know How She Does It;89;2011;ABD;31410151;Aline Brosh McKenna;23 Eylül 2011;Eylül;autumn;Douglas McGrath;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3001;3814;The Ladykillers;104;2004;ABD;76665191;"Joel Coen
                                        ";11 Haziran 2004;Haziran;summer;Joel Coen;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3003;3823;Fahrenheit 9/11;123;2004;ABD;222446882;Michael Moore;10 Eylül 2004;Eylül;autumn;Michael Moore;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3005;3825;A Million Ways to Die in the West;115;2014;ABD;87189756;"Seth MacFarlane
                                        ";6 Haziran 2014;Haziran;summer;Seth MacFarlane;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3008;3828;Black Mass;123;2015;Multi Nation;99975678;Mark Mallouk;16 Ekim 2015;Ekim;autumn;Scott Cooper;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3024;3846;Inside Llewyn Davis;104;2013;Multi Nation;32935319;"Joel Coen
                                        ";17 Ocak 2014;Ocak;winter;Joel Coen;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3030;3854;The Love Guru;87;2008;Multi Nation;40877556;"Mike Myers
                                        ";22 A?ustos 2008;A?ustos;summer;Marco Schnabel;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3032;3856;Guess Who;105;2005;ABD;103121466;"Jay Scherick
                                        ";19 A?ustos 2005;A?ustos;summer;Kevin Rodney Sullivan;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3038;3864;The Devil Inside;83;2012;ABD;101758490;William Brent Bell;20 Ocak 2012;Ocak;winter;William Brent Bell;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3049;3877;The Family Stone;103;2005;ABD;92884429;Thomas Bezucha;3 ?ubat 2006;?ubat;winter;Thomas Bezucha;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3051;3882;Feardotcom;101;2002;Multi Nation;18902015;"Josephine Coyle
                                        ";25 Nisan 2003;Nisan;spring;William Malone;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3053;3885;The Boy;97;2016;ABD;64188367;Stacey Menear;17 Haziran 2016;Haziran;summer;William Brent Bell;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3056;3888;How to Train Your Dragon: The Hidden World;104;2019;ABD;521799505;Dean DeBlois;25 Ocak 2019;Ocak;winter;Dean DeBlois;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
3057;3889;The 5th Wave;112;2016;ABD;109906372;Susannah Grant;4 Mart 2016;Mart;spring;J Blakeson;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3058;3890;Shazam!;132;2019;ABD;365971656;"Darren Lemke
                                        ";5 Nisan 2019;Nisan;spring;David F. Sandberg;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3063;3901;Power Rangers;124;2017;Multi Nation;142337240;"John Gatins
                                        ";24 Mart 2017;Mart;spring;Dean Israelite;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3064;3902;Mortdecai;107;2015;ABD;47275695;"David Koepp
                                        ";30 Ocak 2015;Ocak;winter;David Koepp;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3070;3908;The Last Exorcism;87;2010;Multi Nation;69432527;"Andrew Gurland
                                        ";29 Ekim 2010;Ekim;autumn;Daniel Stamm;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3076;3922;Glory Road;118;2006;ABD;42938449;"Chris Cleveland
                                        ";13 Ocak 2006;Ocak;winter;James Gartner;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3077;3924;Be Cool;118;2005;ABD;95763716;Peter Steinfeld;15 Nisan 2005;Nisan;spring;F. Gary Gray;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3080;3928;Sultan;170;2016;Hindistan;87280000;Yavuz Turgul;1 Aral?k 1978;Aral?k;winter;Ali Abbas Zafar;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3081;3929;Burnt;100;2015;ABD;36606743;"Steven Knight
                                        ";30 Ekim 2015;Ekim;autumn;John Wells;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3082;3930;A Monster Calls;108;2016;Multi Nation;47309313;Patrick Ness;11 Kas?m 2016;Kas?m;autumn;Juan Antonio Bayona;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0
3083;3931;Blue Jasmine;99;2013;ABD;99104804;Woody Allen;27 Eylül 2013;Eylül;autumn;Woody Allen;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3085;3933;Beasts of the Southern Wild;93;2012;ABD;21107746;"Lucy Alibar
                                        ";11 Ocak 2013;Ocak;winter;Benh Zeitlin;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3095;3952;Bobby;120;2006;ABD;20704591;Emilio Estevez;2 Mart 2007;Mart;spring;Emilio Estevez;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3105;3966;Femme Fatale;114;2002;Multi Nation;16838910;Brian De Palma;20 Eylül 2002;Eylül;autumn;Brian De Palma;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3108;3970;Jojo Rabbit;108;2019;ABD;90335025;Taika Waititi;31 Ocak 2020;Ocak;winter;Taika Waititi;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3109;3971;The Finest Hours;117;2016;ABD;52099090;"Eric Johnson
                                        ";29 Ocak 2016;Ocak;winter;Craig Gillespie;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3112;3974;Endless Love;103;2014;ABD;34718173;"Shana Feste
                                        ";14 ?ubat 2014;?ubat;winter;Shana Feste;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3113;3975;Paranormal Activity: The Ghost Dimension;88;2015;ABD;78903124;"Jason Pagan
                                        ";23 Ekim 2015;Ekim;autumn;Gregory Plotkin;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3118;3987;Vidocq;98;2001;Fransa;13240767;"Pitof
                                        ";27 Aral?k 2002;Aral?k;winter;Pitof;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3122;3991;The Mountain Between Us;112;2017;ABD;62832209;"Scott Frank
                                        ";12 Ocak 2018;Ocak;winter;Hany Abu-Assad;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3123;3992;Still Alice;100;2014;Multi Nation;44779195;"Richard Glatzer
                                        ";13 ?ubat 2015;?ubat;winter;Richard Glatzer;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3126;3995;Carnage;80;2011;Multi Nation;30722632;"Roman Polanski
                                        ";16 Aral?k 2011;Aral?k;winter;Roman Polanski;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3131;4001;My Life Without Me;106;2003;Multi Nation;9726954;Isabel Coixet;7 Mart 2003;Mart;spring;Isabel Coixet;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3134;4005;Clockstoppers;94;2002;ABD;38793283;"J. David Stem
                                        ";11 Ekim 2002;Ekim;autumn;Jonathan Frakes;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3135;4008;Dragon Blade;127;2015;Multi Nation;122593849;Daniel Lee;9 Ekim 2015;Ekim;autumn;Daniel Lee;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3136;4009;Ben-Hur;125;2016;ABD;94061311;Karl Tunberg;18 Kas?m 1959;Kas?m;autumn;Timur Bekmambetov;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3137;4010;3 Days to Kill;113;2014;Multi Nation;53260230;"Luc Besson
                                        ";2 May?s 2014;May?s;spring;McG;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3139;4012;Kung Fu Panda 3;95;2016;Multi Nation;521170825;"Jonathan Aibel
                                        ";18 Mart 2016;Mart;spring;Jennifer Yuh Nelson;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0
3145;4018;You Will Meet A Tall Dark Stranger;98;2010;Multi Nation;35867322;Woody Allen;8 Mart 2013;Mart;spring;Woody Allen;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3168;4046;Alpha And Omega;88;2010;Multi Nation;50507267;"Chris Denk
                                        ";22 Nisan 2011;Nisan;spring;Ben Gluck;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3171;4052;Home On The Range;73;2004;ABD;145358062;"Will Finn
                                        ";8 Ekim 2004;Ekim;autumn;Will Finn;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3173;4057;Criminal;113;2016;Multi Nation;38803993;"Douglas Cook
                                        ";15 Nisan 2016;Nisan;spring;Ariel Vromen;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3174;4058;Terminator: Dark Fate;128;2019;Multi Nation;261119292;James Cameron;1 Kas?m 2019;Kas?m;autumn;Tim Miller;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0
3175;4059;A Haunted House;86;2013;ABD;60159584;Marlon Wayans;9 May?s 2014;May?s;spring;Michael Tiddes;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3186;4074;Underdog;81;2007;ABD;65270477;"Adam Rifkin
                                        ";18 Ocak 2008;Ocak;winter;Frederik Du Chau;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3197;4085;Beverly Hills Chihuahua;91;2008;ABD;149292488;"Analisa Labianco
                                        ";24 Nisan 2009;Nisan;spring;Raja Gosnell;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3201;4089;Anchorman: The Legend of Ron Burgundy;95;2004;ABD;90649730;"Will Ferrell
                                        ";9 Haziran 2004;Haziran;summer;Adam McKay;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3207;4098;Hardball;106;2001;Multi Nation;44102389;"Daniel Coyle
                                        ";4 Ocak 2002;Ocak;winter;Brian Robbins;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3208;4099;Darkness;102;2002;Multi Nation;33988736;"Jaume Balagueró
                                        ";11 Nisan 2003;Nisan;spring;Jaume Balagueró;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
3209;4100;Monster's Ball;113;2001;ABD;44909486;"Milo Addica
                                        ";19 Nisan 2002;Nisan;spring;Marc Forster;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3216;4107;Selma;127;2014;Multi Nation;66787908;Paul Webb;6 ?ubat 2015;?ubat;winter;Ava DuVernay;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3224;4116;Holes;117;2003;ABD;71406573;Louis Sachar;22 A?ustos 2003;A?ustos;summer;Andrew Davis;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3225;4117;America's Sweethearts;102;2001;ABD;138307673;"Peter Tolan
                                        ";2 Kas?m 2001;Kas?m;autumn;Joe Roth;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3227;4119;A Mighty Heart;100;2007;Multi Nation;19008745;"John Orloff
                                        ";19 Ekim 2007;Ekim;autumn;Michael Winterbottom;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
